artist,song,genre_class,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
The Rolling Stones,Blond famke ( brown sugar),0,0.0999,0.555,225133,0.912,0.24,0,0.0357,-6.136,1,0.0334,126.252,4,0.821
The Rolling Stones,Jou my smoute (gimme shelter),0,0.618,0.556,297813,0.792,6.74e-05,1,0.122,-7.688,0,0.0298,116.731,4,0.491
The Rolling Stones,Wylde hynders (wild horses),0,0.305,0.382,316147,0.344,1.31e-06,0,0.121,-11.289,1,0.0278,144.502,4,0.22
The Rolling Stones,Roljende stien (tumblin 'dice),0,0.0987,0.59,217080,0.82,0.426,11,0.168,-5.806,1,0.0295,110.572,4,0.811
The Rolling Stones,Faam fan de jun (child of the moon),0,0.0466,0.367,194973,0.61,0.0156,2,0.221,-7.366,1,0.0276,89.367,4,0.433
The Rolling Stones,Arbeidersfaam (factory girl),0,0.000406,0.493,156587,0.609,0.0599,7,0.098,-8.739,1,0.0266,104.756,4,0.645
The Rolling Stones,Deade blommen (dead flowers),0,0.00731,0.487,239267,0.746,0.000413,2,0.178,-7.945,1,0.0274,134.389,4,0.739
The Rolling Stones,Stapel famke (crazy mama),0,0.327,0.509,289547,0.859,0.462,2,0.28,-6.319,1,0.0303,112.204,4,0.797
The Rolling Stones,Gjin fidusje (no expectations),0,0.552,0.417,277493,0.472,0.00284,9,0.0982,-11.308,1,0.027,163.748,4,0.278
The Rolling Stones,"Min, min, min (sad sad sad)",0,0.58,0.319,201107,0.882,0.897,0,0.378,-5.608,1,0.0398,157.822,4,0.61
The Rolling Stones,Trouble In Mind,0,0.389,0.483,253067,0.408,0.0386,7,0.258,-14.561,1,0.0259,94.899,3,0.507
The Rolling Stones,Satisfaction,0,0.00764,0.628,177467,0.875,0,9,0.209,-7.771,1,0.042,134.296,4,0.951
The Rolling Stones,Angie,0,0.264,0.659,282693,0.36,0,9,0.103,-12.453,0,0.028,131.951,4,0.277
The Rolling Stones,Brown Sugar,0,0.0577,0.493,233027,0.524,0.00191,0,0.19,-12.894,1,0.028,127.24,4,0.964
The Rolling Stones,(I Can't Get No) Satisfaction,0,0.0223,0.68,222000,0.918,0.0106,2,0.21,-7.839,1,0.0339,135.78,4,0.964
The Rolling Stones,Harlem Shuffle,0,0.257,0.77,202107,0.57,4.96e-06,5,0.0988,-12.578,0,0.0543,123.477,4,0.743
The Rolling Stones,The Last Time,0,0.0011,0.438,200667,0.628,1.32e-06,9,0.243,-9.769,1,0.032,172.812,4,0.774
The Rolling Stones,Star me Up,0,5.1e-06,0.565,171363,0.797,0.85,11,0.366,-5.366,1,0.0314,122.994,4,0.656
The Rolling Stones,Ruby Tuesday,0,0.873,0.419,212000,0.469,0.673,0,0.0929,-9.751,1,0.0278,104.405,4,0.312
AC/DC,Back In Black,0,0.011,0.31,255493,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,4,0.763
AC/DC,Highway to Hell,0,0.0591,0.573,208400,0.913,0.00173,6,0.156,-4.793,0,0.132,115.715,4,0.422
AC/DC,Thunderstruck,0,0.000147,0.501,292880,0.889,0.0114,4,0.217,-5.175,1,0.0364,133.519,4,0.257
AC/DC,T.N.T.,0,0.153,0.754,214667,0.759,0.000114,9,0.101,-5.218,1,0.302,126.367,4,0.435
AC/DC,You Shook Me All Night Long,0,0.00287,0.532,210173,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755
AC/DC,Dirty Deeds Done Dirt Cheap,0,0.214,0.668,231933,0.906,0.00229,11,0.135,-4.881,0,0.17,135.653,4,0.507
AC/DC,Hells Bells,0,0.00532,0.389,312293,0.873,0.0055,4,0.273,-4.768,0,0.0475,106.767,4,0.303
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),0,0.133,0.456,301227,0.863,0.0545,3,0.0553,-3.551,1,0.0894,135.966,4,0.532
AC/DC,Shoot to Thrill,0,0.000239,0.457,317427,0.904,0.0879,2,0.396,-5.303,1,0.0747,141.038,4,0.48
AC/DC,Rock N Roll Train,0,0.000998,0.547,261507,0.931,0.0118,2,0.278,-2.356,1,0.0615,118.4,4,0.697
AC/DC,Highway To Hell,0,0.228,0.697,217051,0.716,0,2,0.11,-5.603,1,0.0403,114.988,4,0.727
AC/DC,You Shook Me All Night Long,0,6.05e-05,0.59,211331,0.822,0.457,7,0.343,-5.729,1,0.0363,129.019,4,0.856
AC/DC,Thunderstruck,0,0.0886,0.6,292500,0.848,0,4,0.381,-3.47,1,0.0386,133.949,4,0.301
AC/DC,Back In Black,0,0.00374,0.597,261094,0.6,5.65e-06,9,0.0431,-7.133,1,0.0297,91.997,4,0.899
AC/DC,Whole Lotta Rosie,0,5.76e-05,0.359,245943,0.805,0.00949,2,0.328,-4.702,1,0.0674,166.066,4,0.191
AC/DC,Hell's Bells,0,0.0125,0.392,313403,0.821,0.765,2,0.323,-6.43,1,0.0335,106.771,4,0.482
AC/DC,Let There Be Rock,0,0.000368,0.441,372238,0.797,0.509,11,0.126,-4.406,0,0.0849,181.96,4,0.314
AC/DC,For Those About To Rock (We Salute You),0,0.238,0.484,357512,0.893,0.00161,4,0.0425,-2.937,1,0.0915,132.99,4,0.342
AC/DC,It'S A Long Way To The Top (If You Wanna Rock 'N' Roll),0,0.0151,0.336,253813,0.665,0.000864,3,0.183,-4.194,1,0.0448,137.243,4,0.58
AC/DC,Rock ' N Roll Train,0,0.00714,0.711,259526,0.877,0.0208,2,0.101,-7.344,1,0.0446,119.976,4,0.809
AC/DC,Highway To Hell,0,0.494,0.186,222816,0.987,0.506,0,0.691,-2.713,1,0.0934,121.194,4,0.112
AC/DC,Tnt,0,0.3,0.221,205107,0.923,0,7,0.448,-8.381,1,0.0976,132.398,4,0.338
AC/DC,You shook me all night long,0,0.132,0.228,229347,0.792,0,5,0.375,-8.0,1,0.0556,131.829,4,0.515
AC/DC,Hells bells,0,0.227,0.195,296387,0.711,0,2,0.889,-7.958,0,0.0549,114.996,4,0.32
AC/DC,For Those About To Rock,0,0.391,0.138,350717,0.979,0.413,7,0.947,-2.796,1,0.0931,95.401,4,0.169
AC/DC,Shoot To Thrill,0,0.205,0.186,306657,0.98,0.495,5,0.892,-2.82,1,0.074,147.537,4,0.124
AC/DC,Let There Be Rock,0,0.112,0.286,345040,0.98,0.69,2,0.467,-3.381,1,0.0974,98.407,4,0.231
AC/DC,Highway to hell,0,0.393,0.195,197267,0.87,0,5,0.747,-7.953,1,0.0788,124.873,4,0.339
AC/DC,Back in black,0,0.149,0.105,227387,0.88,0,5,0.643,-8.007,1,0.0628,91.086,4,0.19
AC/DC,Whole Lotta Rosie,0,0.27,0.247,290497,0.972,0.356,7,0.897,-2.831,0,0.0558,88.663,4,0.209
AC/DC,Thunderstruck,0,0.0149,0.604,292500,0.811,0.0129,4,0.384,-4.715,1,0.0411,133.956,4,0.355
AC/DC,Back In Black,0,0.000726,0.543,275305,0.457,0.456,9,0.0586,-8.423,1,0.0366,184.049,4,0.922
AC/DC,You Shook Me All Night Long,0,2.47e-05,0.55,211331,0.633,0.842,7,0.353,-6.197,1,0.04,129.028,4,0.799
AC/DC,Highway To Hell,0,0.0516,0.742,217051,0.641,0.00951,2,0.101,-8.124,1,0.055,114.986,4,0.7
AC/DC,Hell's Bells,0,0.003,0.389,313403,0.746,0.792,2,0.0538,-8.682,1,0.0353,106.926,4,0.513
AC/DC,Rock N Roll Train,0,7.77e-05,0.678,259526,0.639,0.855,2,0.102,-8.44,1,0.05,119.985,4,0.818
AC/DC,Whole Lotta Rosie,0,5.46e-06,0.402,244976,0.666,0.884,2,0.378,-6.515,1,0.0504,166.058,4,0.177
AC/DC,For Those About To Rock (We Salute You),0,0.114,0.524,357538,0.774,0.313,11,0.0709,-3.427,0,0.0694,132.846,4,0.271
AC/DC,It's A Long Way To The Top (if You Wanna Rock 'n' Roll),0,0.00971,0.437,253813,0.72,0.949,3,0.303,-3.957,1,0.0352,137.208,4,0.653
AC/DC,Big Gun,0,0.0011,0.711,267755,0.687,0.842,2,0.259,-7.61,1,0.035,131.929,4,0.829
AC/DC,Never Ending Story - Power Club Vocal Mix,0,0.0299,0.602,322118,0.837,0.0146,0,0.0909,-10.229,1,0.0443,140.022,4,0.716
AC/DC,Sugar Baby Love - Hi Nrg Remix,0,0.00579,0.501,221880,0.939,0.234,0,0.174,-7.76,1,0.0321,139.984,4,0.827
AC/DC,Sugar Baby Love - 143 BPM,0,0.000666,0.492,201633,0.938,0.079,0,0.114,-5.266,1,0.0524,142.953,4,0.483
AC/DC,8675306 Jenny - 138 BPM,0,0.000127,0.705,297334,0.728,0.00281,3,0.0653,-3.889,1,0.0371,137.98,4,0.962
AC/DC,Sugar Baby Love - Fitness Version,0,0.0037,0.511,289932,0.899,0.388,1,0.0753,-8.062,1,0.0337,140.007,4,0.724
AC/DC,Never Ending Story - 135 BPM,0,0.00801,0.542,142222,0.858,3.82e-06,0,0.227,-6.187,1,0.209,134.974,4,0.957
AC/DC,Back in Black (Symphonic Version),0,0.873,0.44,258641,0.108,0.905,9,0.0756,-14.484,1,0.0348,94.244,4,0.174
AC/DC,Highway to Hell,0,0.00158,0.554,201250,0.739,0,2,0.209,-4.209,1,0.0842,117.043,4,0.494
AC/DC,T. N. T.,0,0.00363,0.697,203452,0.757,0.0763,9,0.604,-5.634,1,0.0908,127.037,4,0.747
AC/DC,If You Want Blood,0,0.00203,0.623,280088,0.793,1.23e-05,2,0.0486,-6.542,1,0.0777,142.003,4,0.766
AC/DC,Whole Lotta Rosie,0,0.000251,0.424,319625,0.869,0.0143,2,0.118,-4.798,1,0.106,158.935,4,0.55
AC/DC,The Jack,0,0.209,0.618,340625,0.453,0,4,0.238,-7.448,1,0.0809,112.568,3,0.516
AC/DC,Touch Too Much,0,0.00892,0.621,275625,0.745,0.000965,9,0.196,-5.231,1,0.0408,120.145,4,0.61
AC/DC,Hell Ain't a Bad Place to Be,0,0.00147,0.66,249483,0.656,0.000141,2,0.0512,-6.011,1,0.0776,129.033,4,0.448
AC/DC,High Voltage,0,0.016,0.648,269625,0.891,0.00556,9,0.184,-5.319,1,0.064,135.981,4,0.708
AC/DC,Sin City,0,0.00414,0.688,285500,0.747,9.02e-05,9,0.336,-6.984,1,0.0603,127.03,4,0.352
AC/DC,Dirty Deeds,0,0.103,0.74,251375,0.749,0.000555,9,0.142,-6.231,1,0.131,136.032,4,0.877
AC/DC,It's a Long Way to the Top (If You Want to Rock And Roll),0,0.000678,0.511,306467,0.782,0.42,10,0.246,-7.653,1,0.0349,136.046,4,0.686
AC/DC,Girls Got Rhythm,0,0.000903,0.456,211307,0.87,1.8e-06,2,0.808,-6.021,1,0.0389,134.781,4,0.53
AC/DC,It's a Long Way to the Top (If You Want to Rock & Roll) - Karaoke Version,0,0.00692,0.491,304467,0.821,0.405,10,0.277,-8.056,1,0.0394,135.945,4,0.776
AC/DC,T.N.T.,0,0.296,0.752,216500,0.801,1.57e-05,9,0.112,-4.387,1,0.233,126.435,4,0.578
AC/DC,The Jack,0,0.0334,0.616,346000,0.403,0.000172,9,0.373,-4.953,1,0.0532,112.28,4,0.53
AC/DC,Highway To Hell,0,0.424,0.575,215500,0.742,0.013,1,0.13,-4.294,1,0.0848,113.172,4,0.519
AC/DC,You Shook Me All Night Long,0,0.178,0.72,211818,0.82,0.00397,7,0.248,-4.494,1,0.063,128.274,4,0.927
AC/DC,Whole Lotta Rosie,0,0.0445,0.351,242625,0.877,0.0316,2,0.042,-3.133,1,0.0879,166.168,4,0.247
AC/DC,Touch Too Much,0,0.00149,0.625,269375,0.683,0.000211,2,0.169,-4.993,1,0.0279,123.086,4,0.613
AC/DC,Back in Black,0,0.0154,0.529,260114,0.783,0.0326,9,0.0705,-4.299,1,0.0349,184.062,4,0.876
AC/DC,It's A Long Way To The Top,0,0.0879,0.448,252000,0.758,0.00193,3,0.322,-3.064,1,0.0429,137.175,4,0.689
AC/DC,Big Gun,0,0.00514,0.639,263636,0.891,0.615,11,0.164,-3.662,0,0.0476,131.864,4,0.653
Guns N' Roses,Sweet Child O' Mine,0,0.141,0.449,356400,0.901,0.0675,6,0.128,-7.711,1,0.0526,125.148,4,0.696
Guns N' Roses,Welcome To The Jungle,0,0.0326,0.445,273600,0.955,0.284,8,0.317,-8.027,1,0.0856,123.343,4,0.336
Guns N' Roses,Paradise City,0,0.0214,0.274,406307,0.949,0.00778,11,0.218,-8.642,1,0.0896,100.346,4,0.497
Guns N' Roses,November Rain,0,0.0203,0.217,537507,0.628,0.32,11,0.143,-9.286,1,0.0306,77.785,4,0.274
Guns N' Roses,Knockin' On Heaven's Door,0,0.0204,0.486,336000,0.744,0.00298,6,0.112,-7.176,1,0.0404,132.446,4,0.362
Guns N' Roses,Don't Cry (Original),0,0.00295,0.443,284800,0.631,0.00324,8,0.106,-8.568,0,0.0326,124.212,4,0.262
Guns N' Roses,Patience,0,0.736,0.463,356293,0.266,0.00028,6,0.152,-14.307,1,0.0315,120.316,4,0.368
Guns N' Roses,Civil War,0,0.0959,0.338,462093,0.787,0.0544,10,0.317,-8.794,0,0.0791,140.046,4,0.38
Guns N' Roses,You Could Be Mine,0,0.00836,0.351,343640,0.984,0.426,1,0.342,-5.658,1,0.124,150.833,4,0.322
Guns N' Roses,Live And Let Die,0,0.013,0.279,183973,0.798,0.119,11,0.118,-8.69,1,0.0686,144.988,4,0.337
Guns N' Roses,Gimmie a Bullet,0,0.161,0.735,335413,0.625,0.000871,1,0.0492,-6.125,1,0.0277,115.969,4,0.409
Guns N' Roses,Wrestling With God,0,1.01e-05,0.374,250320,0.901,0.00234,8,0.31,-4.465,1,0.072,79.996,4,0.415
Guns N' Roses,Sweet Child O'Mine,0,0.000349,0.555,357080,0.627,0.000142,7,0.186,-13.845,1,0.027,126.595,4,0.592
Guns N' Roses,Sympathy for the Devil,0,0.386,0.424,301400,0.568,0.0152,8,0.0562,-11.334,1,0.0447,108.01,4,0.444
Guns N' Roses,Knockin' On Heaven's Door,0,0.0137,0.521,335707,0.502,0.00197,6,0.105,-11.245,1,0.0402,133.063,4,0.441
Aerosmith,Dream On,0,0.388,0.307,266960,0.433,9.08e-05,1,0.332,-10.057,1,0.029,160.9,4,0.224
Aerosmith,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",0,0.172,0.39,299760,0.649,0,2,0.216,-5.163,1,0.0345,121.16,4,0.144
Aerosmith,Sweet Emotion,0,0.00298,0.38,274133,0.76,0.0294,9,0.104,-10.961,1,0.0378,99.437,4,0.491
Aerosmith,Walk This Way,0,0.0114,0.653,220400,0.73,1.03e-05,5,0.0754,-10.613,1,0.043,108.705,4,0.894
Aerosmith,Crazy,0,0.0906,0.341,316693,0.867,0,6,0.122,-3.856,0,0.0402,162.258,3,0.42
Aerosmith,Cryin',0,0.000314,0.438,307750,0.876,0.014,9,0.392,-3.676,1,0.0308,105.822,3,0.437
Aerosmith,Pink,0,0.0134,0.431,235360,0.751,4.45e-06,0,0.126,-5.124,1,0.0423,171.848,4,0.777
Aerosmith,Jaded,0,0.005,0.517,214333,0.89,1.47e-05,9,0.0824,-4.033,1,0.0539,118.009,4,0.632
Aerosmith,Dude (Looks Like A Lady),0,0.417,0.537,265773,0.978,1.56e-05,4,0.0374,-2.921,0,0.0442,126.343,4,0.931
Aerosmith,Toys In The Attic,0,0.001,0.219,185133,0.928,2.43e-06,11,0.341,-9.997,0,0.0697,197.462,4,0.446
Aerosmith,Sweet Emotion,0,0.00776,0.41,367293,0.936,0.000367,9,0.715,-5.451,1,0.0887,98.409,4,0.351
Aerosmith,Panama,0,5.94e-05,0.364,201547,0.948,0.0214,8,0.261,-3.904,0,0.0563,149.981,4,0.476
Aerosmith,Sweet Soul Sister,0,0.00827,0.363,304027,0.708,1.15e-05,1,0.0679,-6.621,0,0.0381,100.06,4,0.164
Aerosmith,Karaoke - I Don't Wanna Miss a Thing,0,0.0118,0.388,298253,0.449,0.845,2,0.227,-6.712,1,0.0349,121.957,4,0.0739
Aerosmith,"No More, No More",0,7.5e-06,0.438,302453,0.733,0.578,4,0.156,-5.319,1,0.0311,131.363,4,0.503
Aerosmith,I Don't Want to Miss a Thing,0,0.609,0.515,302440,0.518,0,2,0.125,-11.062,1,0.0298,120.994,4,0.358
Foo Fighters,Everlong,0,5.96e-05,0.412,250547,0.882,0.00031,11,0.0805,-5.54,0,0.0369,158.066,4,0.356
Foo Fighters,The Pretender,0,0.000917,0.433,269373,0.959,0,9,0.028,-4.04,1,0.0431,172.984,4,0.365
Foo Fighters,Best of You,0,0.000769,0.366,255627,0.94,9.42e-05,1,0.188,-5.119,0,0.0696,130.198,4,0.369
Foo Fighters,The Sky Is A Neighborhood,0,0.000799,0.358,244573,0.549,0.00503,11,0.22,-7.843,0,0.0693,130.733,4,0.533
Foo Fighters,Learn to Fly,0,1.83e-05,0.465,235293,0.919,2.07e-05,4,0.262,-4.025,1,0.0408,135.997,4,0.537
Foo Fighters,Run,0,3.4e-05,0.359,323373,0.893,0.0955,4,0.751,-8.036,0,0.0665,136.115,4,0.185
Foo Fighters,All My Life,0,0.000231,0.583,262733,0.586,0.000633,5,0.494,-5.683,1,0.0518,167.798,4,0.622
Foo Fighters,My Hero,0,6.2e-05,0.374,260027,0.927,0.000177,4,0.0575,-4.212,1,0.0652,154.047,4,0.301
Foo Fighters,Walk,0,3.62e-05,0.231,255960,0.866,0.000552,9,0.29,-5.131,1,0.0517,138.311,4,0.191
Foo Fighters,Monkey Wrench,0,1.83e-05,0.399,231480,0.953,2.53e-05,4,0.149,-4.276,1,0.0752,174.216,4,0.555
Foo Fighters,Everlong - Karaoke,0,1.12e-05,0.404,245551,0.859,0.424,2,0.115,-6.729,1,0.0388,78.965,4,0.464
Foo Fighters,Walking After You - Karaoke,0,0.0941,0.552,240953,0.685,0.856,4,0.123,-8.095,1,0.0271,97.287,4,0.487
Foo Fighters,Karaoke - Next Year (Radio Version),0,6.58e-05,0.281,202841,0.578,0.771,7,0.327,-11.819,1,0.0357,186.259,4,0.404
Pearl Jam,Alive,0,0.00752,0.284,340907,0.875,0.000461,11,0.402,-6.069,0,0.0422,75.009,4,0.595
Pearl Jam,Even Flow,0,0.00178,0.394,292581,0.944,4.54e-06,10,0.298,-6.506,0,0.0761,105.338,4,0.265
Pearl Jam,Black,0,0.323,0.36,342653,0.684,0,4,0.34,-6.457,0,0.0308,77.15,4,0.2
Pearl Jam,Jeremy,0,0.0404,0.285,318227,0.846,0,2,0.182,-6.472,1,0.0438,108.808,4,0.287
Pearl Jam,Last Kiss,0,0.363,0.622,195467,0.692,0.000158,7,0.193,-6.97,1,0.0276,112.053,4,0.774
Pearl Jam,Yellow Ledbetter,0,0.29,0.504,303587,0.354,4.71e-06,4,0.157,-11.3,1,0.0339,140.87,4,0.292
Pearl Jam,Daughter (Remastered),0,0.00746,0.615,234333,0.702,0.00431,7,0.0608,-9.686,1,0.0278,96.99,4,0.734
Pearl Jam,Better Man - Remastered,0,0.165,0.445,268587,0.671,1.56e-05,2,0.0791,-7.937,1,0.0387,125.712,4,0.267
Pearl Jam,Can't Deny Me,0,0.000642,0.664,163920,0.964,0,9,0.0919,-4.831,0,0.0382,120.019,4,0.936
Pearl Jam,Elderly Woman Behind the Counter in a Small Town (Remastered),0,0.0519,0.291,196187,0.493,9.15e-06,7,0.101,-9.461,1,0.028,182.032,3,0.183
Pearl Jam,"Alive - Mookie Blaylock - The Moore Theatre - Seattle, WA 12/22/1990",0,0.00203,0.155,287507,0.966,0.386,2,0.317,-4.227,1,0.121,152.271,4,0.188
Pearl Jam,Jeremy,0,0.00862,0.268,310249,0.811,1.47e-06,9,0.977,-7.76,0,0.0477,110.659,4,0.379
Pearl Jam,Come Back,0,0.0265,0.29,340131,0.615,1.67e-06,5,0.938,-8.073,1,0.0286,159.367,3,0.5
Pearl Jam,Black,0,0.00623,0.23,604807,0.667,8.02e-05,4,0.974,-7.516,0,0.0364,154.789,4,0.2
Pearl Jam,Daughter,0,0.0239,0.475,582580,0.703,0.000654,4,0.547,-8.7,0,0.0369,102.702,4,0.584
Pearl Jam,Amongst The Waves,0,0.00305,0.341,230175,0.859,4.71e-06,4,0.857,-6.051,1,0.0389,130.862,4,0.523
Pearl Jam,Faithfull,0,0.0011,0.36,269614,0.708,0.000975,0,0.449,-10.172,1,0.0457,119.534,4,0.507
Pearl Jam,Given To Fly,0,0.00139,0.313,248675,0.827,0.0147,7,0.973,-6.211,1,0.0551,116.735,4,0.489
Pearl Jam,Small Town,0,0.0578,0.256,240865,0.585,0,7,0.562,-9.416,1,0.0358,169.707,3,0.489
Pearl Jam,Corduroy,0,0.000296,0.29,361467,0.845,0.00311,0,0.876,-8.315,1,0.0408,140.19,4,0.28
Pearl Jam,Why Go,0,0.000229,0.458,194401,0.879,1.67e-05,9,0.825,-6.811,1,0.0517,128.82,4,0.533
Bon Jovi,Livin' On A Prayer,0,0.0768,0.534,249293,0.887,9.93e-05,0,0.325,-3.777,1,0.0345,122.494,4,0.72
Bon Jovi,You Give Love A Bad Name,0,0.0704,0.537,222707,0.959,1.8e-06,0,0.382,-3.002,0,0.0557,122.806,4,0.828
Bon Jovi,It's My Life,0,0.0338,0.537,224493,0.903,1.53e-05,0,0.341,-3.997,0,0.0505,120.069,4,0.571
Bon Jovi,Always,0,0.151,0.428,353027,0.662,1.84e-06,4,0.215,-5.433,1,0.0295,71.515,4,0.367
Bon Jovi,Wanted Dead Or Alive,0,0.137,0.257,308667,0.803,0.0156,7,0.297,-3.886,1,0.0411,150.818,4,0.294
Bon Jovi,Bed Of Roses,0,0.103,0.313,394400,0.58,0,5,0.214,-5.61,1,0.0279,165.038,3,0.181
Bon Jovi,I'll Be There For You,0,0.0529,0.435,346587,0.733,0,2,0.104,-5.39,1,0.0303,72.844,4,0.236
Bon Jovi,Runaway,0,0.00482,0.476,230667,0.897,2.38e-05,9,0.152,-4.237,0,0.0627,152.497,4,0.667
Bon Jovi,Thank You For Loving Me,0,0.442,0.425,308933,0.37,0,2,0.117,-7.775,1,0.0268,66.338,4,0.161
Bon Jovi,Bad Medicine,0,0.0475,0.551,316707,0.971,0,9,0.0922,-3.793,1,0.0335,118.662,4,0.81
Bon Jovi,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",0,0.0598,0.553,335240,0.611,2.33e-05,7,0.0958,-9.967,1,0.0348,78.683,4,0.37
Bon Jovi,Love Song to the Earth,0,0.032,0.377,231679,0.629,0,6,0.0777,-7.243,0,0.0341,140.044,4,0.14
Bon Jovi,Santa Fe,0,0.143,0.51,341667,0.51,0,3,0.0479,-9.705,0,0.0293,140.156,4,0.305
