artist,song,genre_class,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Bon Jovi,Miracle,0,0.411,0.581,319427,0.658,0,8,0.615,-10.3,1,0.0242,92.04,4,0.68
Bon Jovi,"Janie, Don't Take Your Love To Town",0,0.0197,0.47,316893,0.831,0,0,0.0813,-4.493,1,0.0539,178.184,4,0.57
Bon Jovi,Midnight In Chelsea,0,0.00919,0.62,297333,0.711,0.000159,5,0.384,-7.461,0,0.0298,99.003,4,0.565
Bon Jovi,Blood Money,0,0.566,0.565,154933,0.234,0,8,0.0851,-13.887,1,0.0261,77.007,4,0.434
Bon Jovi,Queen Of New Orleans,0,0.00502,0.46,269200,0.944,0.0104,7,0.373,-5.598,1,0.0437,164.158,4,0.57
Bon Jovi,"Billy Get Your Guns - From ""Young Guns II"" Soundtrack",0,0.0505,0.611,289599,0.942,0,3,0.115,-8.463,1,0.0595,128.051,4,0.699
Bon Jovi,Dyin' Ain't Much Of A Livin',0,0.199,0.538,279573,0.565,0,6,0.0615,-9.399,1,0.0281,119.236,4,0.474
Bon Jovi,Blaze Of Glory,0,0.0888,0.431,332240,0.412,0.000184,7,0.442,-12.197,1,0.032,152.945,4,0.347
Bon Jovi,One More Time,0,0.00313,0.674,177293,0.685,0.0586,8,0.313,-9.137,1,0.0415,130.102,4,0.237
Bon Jovi,Cancer Survivor,0,0.0209,0.919,270506,0.541,0,2,0.341,-9.545,1,0.0551,120.03,4,0.674
Bon Jovi,Lookin' For A Love,0,0.399,0.716,202267,0.807,0,9,0.315,-5.512,1,0.105,122.023,4,0.789
Bon Jovi,Como Yo Nadie Te Ha Amado,0,0.818,0.52,286293,0.402,0,4,0.128,-6.729,1,0.0278,160.161,3,0.253
Bon Jovi,I Will Be There for You,0,0.108,0.584,354253,0.587,0,2,0.0582,-5.699,1,0.0284,140.017,4,0.201
Bon Jovi,It's My Life,0,0.0214,0.604,227307,0.81,3.55e-06,8,0.0747,-5.3,1,0.0475,119.942,4,0.492
Bon Jovi,Always - Acoustic Piano Version,0,0.83,0.631,301253,0.435,0,4,0.268,-7.419,1,0.0262,137.94,4,0.296
Bon Jovi,Lie to Me,0,0.488,0.387,260080,0.318,0,4,0.0734,-9.952,1,0.0283,151.339,4,0.297
Bon Jovi,Bed of Roses - Acoustic Piano Version,0,0.822,0.49,348720,0.238,0,5,0.103,-10.079,1,0.0327,165.789,3,0.16
Bon Jovi,Thank You for Loving Me,0,0.373,0.461,250533,0.456,0.001,2,0.112,-6.178,1,0.0269,131.114,4,0.133
Bon Jovi,You Give Love a Bad Name,0,0.0404,0.575,215227,0.772,0,11,0.591,-6.191,0,0.0541,126.101,4,0.724
Bon Jovi,These Days - Acoustic Version,0,0.319,0.688,319093,0.548,0,7,0.0848,-7.342,1,0.0266,124.994,4,0.58
Bon Jovi,In These Arms - Acoustic Version,0,0.413,0.722,296307,0.448,0,4,0.0908,-8.091,1,0.0278,130.01,4,0.484
Whitesnake,Is This Love - 2017 Remastered Version,0,0.109,0.333,284600,0.79,0,0,0.115,-6.802,1,0.0386,180.356,4,0.534
Whitesnake,Here I Go Again,0,0.375,0.216,308800,0.668,0.00318,4,0.296,-12.937,0,0.0952,174.442,4,0.355
Whitesnake,Here I Go Again 87 - 2017 Remastered Version,0,0.151,0.384,275693,0.846,7.73e-05,7,0.0913,-5.591,1,0.0365,90.172,4,0.272
Whitesnake,Here I Go Again - Radio Mix,0,0.147,0.48,232133,0.887,0.00011,7,0.33,-4.91,1,0.0319,92.971,4,0.69
Whitesnake,Still of the Night - 2017 Remastered Version,0,0.00582,0.403,399693,0.88,0.000508,0,0.319,-5.872,1,0.0532,100.457,4,0.235
Whitesnake,Forevermore,0,0.0131,0.346,446707,0.487,0.0132,6,0.084,-7.321,0,0.0311,143.834,4,0.237
Whitesnake,Fool for Your Loving - 2009 Remastered Version,0,0.00171,0.503,248547,0.943,4.1e-05,9,0.253,-4.951,0,0.0403,125.861,4,0.536
Whitesnake,Slide It In,0,0.0794,0.489,199946,0.885,3.42e-05,2,0.111,-5.988,1,0.0822,130.608,4,0.429
Whitesnake,Burn,0,0.000108,0.401,416173,0.981,0.059,5,0.287,-4.239,0,0.0685,95.535,4,0.546
Whitesnake,Give Me All Your Love - 2017 Remastered Version,0,0.0019,0.231,210293,0.952,2.09e-06,9,0.081,-4.759,0,0.128,137.343,4,0.174
Whitesnake,'Twas the Night Before Christmas - David Coverdale of Whitesnake,0,0.579,0.541,187907,0.439,0,11,0.358,-20.135,1,0.867,92.199,4,0.641
Whitesnake,The Sentinel,0,9.34e-05,0.404,295320,0.974,0.441,8,0.0752,-4.192,1,0.0667,93.955,4,0.328
Linkin Park,In The End,0,0.0103,0.542,216933,0.853,0,3,0.108,-6.407,0,0.0498,105.256,4,0.37
Linkin Park,Numb,0,0.0046,0.496,185587,0.863,0,9,0.639,-4.153,1,0.0381,110.018,4,0.243
Linkin Park,What I've Done,0,0.0141,0.623,205613,0.93,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,4,0.287
Linkin Park,One More Light,0,0.904,0.593,255067,0.2,0,8,0.0897,-11.063,1,0.0311,83.966,4,0.17
Linkin Park,Numb / Encore,0,0.0603,0.687,205733,0.793,0,2,0.582,-4.254,1,0.166,107.045,4,0.751
Linkin Park,Heavy (feat. Kiiara),0,0.0484,0.59,169801,0.671,0,9,0.0604,-6.098,1,0.0706,149.982,4,0.438
Linkin Park,Bleed It Out,0,0.114,0.529,166373,0.967,0,1,0.61,-3.647,0,0.0508,140.127,4,0.596
Linkin Park,Crawling,0,0.0466,0.58,208960,0.702,3.2e-06,4,0.536,-5.565,1,0.0337,105.076,4,0.299
Linkin Park,One Step Closer,0,0.0014,0.492,157333,0.969,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,4,0.538
Linkin Park,Papercut,0,0.00022,0.524,184867,0.939,0,9,0.623,-3.994,1,0.113,150.184,4,0.661
Linkin Park,A LIGHT THAT NEVER COMES - Vicetone Remix,0,0.027,0.453,233245,0.894,0,5,0.378,-2.759,1,0.096,124.996,4,0.212
Linkin Park,A LIGHT THAT NEVER COMES - Coone Remix,0,0.00534,0.493,345174,0.926,6.37e-05,5,0.383,-4.983,1,0.11,149.974,4,0.346
Linkin Park,A LIGHT THAT NEVER COMES - Twoloud Remix,0,0.00452,0.671,340080,0.82,0.000582,5,0.507,-5.093,1,0.162,128.021,4,0.536
Linkin Park,A LIGHT THAT NEVER COMES - Brian Yates Remix,0,0.104,0.588,240703,0.848,0,7,0.0838,-4.279,0,0.0389,140.051,4,0.272
Linkin Park,A LIGHT THAT NEVER COMES - Vicetone Remix Dub,0,0.00506,0.569,297627,0.89,4.42e-06,5,0.167,-3.742,1,0.0781,124.966,4,0.193
Linkin Park,A LIGHT THAT NEVER COMES - Angger Dimas Remix,0,0.00273,0.751,293194,0.954,0.00149,8,0.0499,-4.859,1,0.362,128.0,4,0.331
Linkin Park,Breaking the Habit (Cover) - Original,0,0.925,0.522,185156,0.354,0.000743,2,0.237,-10.278,0,0.028,94.99,4,0.313
Linkin Park,Karaoke - One Step Closer,0,1.97e-05,0.514,157727,0.596,0.709,6,0.042,-11.363,0,0.0283,95.086,4,0.328
The Black Keys,Lonely Boy,1,0.00417,0.356,193653,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,4,0.607
The Black Keys,Howlin' For You,1,0.028,0.705,191800,0.735,0.0783,11,0.112,-6.646,1,0.0931,132.627,4,0.448
The Black Keys,Gold On The Ceiling,1,0.00772,0.505,224333,0.833,7.9e-05,0,0.069,-4.632,1,0.0475,130.121,4,0.565
The Black Keys,Little Black Submarines,1,0.161,0.365,251267,0.466,6.68e-06,2,0.106,-7.514,1,0.0418,95.163,4,0.487
The Black Keys,Tighten Up,1,0.00121,0.504,211080,0.705,4.12e-06,6,0.453,-6.179,0,0.0665,108.965,4,0.567
The Black Keys,Fever,1,0.00378,0.609,246307,0.674,0.000302,9,0.129,-6.506,0,0.0355,127.541,4,0.743
The Black Keys,Weight of Love,1,0.03,0.282,410187,0.547,0.888,2,0.104,-8.621,1,0.0322,151.468,4,0.133
The Black Keys,Everlasting Light,1,0.127,0.641,203773,0.582,0.00632,4,0.354,-6.554,1,0.0483,181.039,4,0.725
The Black Keys,Turn Blue,1,0.258,0.647,222960,0.465,0.149,6,0.111,-10.272,0,0.0245,94.035,4,0.243
The Black Keys,Dead And Gone,1,0.00803,0.638,221027,0.709,1.59e-06,7,0.335,-5.464,0,0.039,143.984,4,0.913
The Black Keys,Baddest Man Alive,1,0.021,0.651,233867,0.703,0.879,9,0.301,-10.759,0,0.133,168.866,4,0.3
Twenty One Pilots,Stressed Out,1,0.0462,0.734,202333,0.637,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,0.648
Twenty One Pilots,Ride,1,0.00835,0.645,214507,0.713,0,6,0.113,-5.355,1,0.0393,74.989,4,0.566
Twenty One Pilots,Heathens,1,0.0841,0.732,195920,0.396,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,4,0.548
Twenty One Pilots,Car Radio,1,0.098,0.766,267720,0.519,0,9,0.0855,-7.355,0,0.0366,129.972,4,0.612
Twenty One Pilots,Heavydirtysoul,1,0.00397,0.613,234813,0.873,0.00111,7,0.367,-6.376,0,0.0449,129.989,4,0.392
Twenty One Pilots,Tear In My Heart,1,0.0189,0.655,188493,0.632,0,2,0.0722,-4.802,1,0.0489,120.113,4,0.447
Twenty One Pilots,House Of Gold,1,0.445,0.68,163880,0.693,0,0,0.208,-7.234,1,0.0435,114.948,4,0.851
Twenty One Pilots,Lane Boy,1,0.0573,0.616,253093,0.811,1.57e-05,7,0.0566,-4.804,1,0.0626,159.929,4,0.913
Twenty One Pilots,The Judge,1,0.177,0.423,297760,0.797,0,0,0.137,-4.659,1,0.124,82.617,4,0.592
Twenty One Pilots,Migraine,1,0.11,0.69,239015,0.678,0,0,0.246,-6.52,1,0.154,173.995,4,0.409
Thirty Seconds to Mars,Love Is Madness (feat. Halsey),1,0.0128,0.382,234867,0.675,0.000246,0,0.219,-6.56,1,0.0441,106.171,1,0.449
Thirty Seconds to Mars,Dangerous Night,1,0.00212,0.295,199773,0.715,1.55e-06,2,0.242,-6.533,1,0.0709,86.937,4,0.242
Thirty Seconds to Mars,Walk On Water,1,9.16e-05,0.495,185467,0.787,0,8,0.167,-6.89,1,0.0368,140.003,4,0.388
Thirty Seconds to Mars,The Kill,1,0.0014,0.309,231533,0.912,0.000271,4,0.582,-3.881,0,0.0646,183.035,3,0.302
Thirty Seconds to Mars,Rescue Me,1,0.00825,0.478,217960,0.676,0,11,0.0583,-6.155,0,0.0708,148.039,4,0.416
Thirty Seconds to Mars,One Track Mind (feat. A$AP Rocky),1,0.038,0.364,260609,0.46,0.00131,0,0.535,-8.298,1,0.0425,93.129,4,0.068
Thirty Seconds to Mars,Hail To The Victor,1,0.00238,0.57,201957,0.723,0.000144,0,0.2,-6.673,0,0.0386,145.001,4,0.44
Thirty Seconds to Mars,This Is War,1,0.0661,0.401,327027,0.723,1.91e-06,6,0.233,-5.26,1,0.0583,160.048,4,0.224
Thirty Seconds to Mars,Great Wide Open,1,0.0263,0.427,289360,0.644,1.21e-05,0,0.113,-7.707,1,0.0375,139.985,4,0.127
Thirty Seconds to Mars,Kings and Queens,1,0.0401,0.293,347667,0.816,2.95e-05,8,0.13,-5.432,1,0.0844,164.982,4,0.148
blink-182,All The Small Things,1,0.0122,0.439,168000,0.891,0,0,0.547,-4.764,1,0.057,148.599,4,0.695
blink-182,What's My Age Again?,1,0.017,0.403,148573,0.956,7.09e-05,6,0.0893,-7.376,1,0.0732,157.706,4,0.561
blink-182,I Miss You,1,0.00136,0.659,227240,0.778,6.79e-06,11,0.0841,-6.423,1,0.0379,110.022,4,0.623
blink-182,She's Out Of Her Mind,1,0.00448,0.447,162720,0.967,0,0,0.487,-2.706,1,0.0793,179.991,4,0.606
blink-182,First Date,1,0.000642,0.582,171533,0.914,0,0,0.187,-4.269,1,0.0415,95.597,4,0.857
blink-182,Adam's Song,1,0.039,0.514,249754,0.771,0,0,0.262,-5.756,1,0.0364,136.058,4,0.359
blink-182,Dammit,1,0.00166,0.407,165373,0.968,0,0,0.131,-5.154,1,0.108,109.727,4,0.374
blink-182,Bored To Death,1,0.00575,0.502,235613,0.966,1.56e-06,0,0.117,-3.876,1,0.0946,159.948,4,0.638
blink-182,Feeling This,1,0.102,0.417,172646,0.956,0,4,0.504,-5.893,1,0.0901,173.108,4,0.579
blink-182,The Rock Show,1,0.000389,0.418,171600,0.959,0,9,0.0708,-4.563,1,0.111,193.074,4,0.824
Cage the Elephant,Ain't No Rest for the Wicked,1,0.0438,0.634,175493,0.849,0,0,0.363,-7.075,1,0.105,156.004,4,0.919
Cage the Elephant,Trouble,1,0.392,0.47,225973,0.623,0.000453,0,0.0992,-5.655,1,0.0302,77.861,4,0.298
Cage the Elephant,Cigarette Daydreams,1,0.0801,0.635,208760,0.675,0,2,0.0831,-3.445,1,0.0263,113.946,4,0.273
Cage the Elephant,Cold Cold Cold,1,0.0178,0.549,214387,0.789,6.68e-05,5,0.059,-6.071,1,0.0313,136.125,4,0.715
Cage the Elephant,Come a Little Closer,1,0.0265,0.44,229347,0.777,1.01e-06,1,0.151,-1.786,0,0.0327,148.027,4,0.306
Cage the Elephant,Mess Around,1,0.0122,0.423,173173,0.931,0.00103,4,0.629,-5.229,0,0.0542,150.385,4,0.605
Cage the Elephant,Too Late To Say Goodbye,1,0.133,0.482,252787,0.55,0,4,0.294,-7.097,0,0.0357,67.559,4,0.1
Cage the Elephant,Shake Me Down,1,0.00463,0.457,211373,0.613,0.000441,9,0.0711,-5.756,1,0.0295,105.11,4,0.132
Cage the Elephant,Sweetie Little Jean,1,0.029,0.524,224893,0.532,8.41e-05,6,0.242,-6.07,0,0.026,135.677,4,0.367
Cage the Elephant,Whole Wide World - Unpeeled,1,0.377,0.405,205707,0.751,0,5,0.0958,-3.608,1,0.0392,120.826,4,0.762
Portugal. The Man,Feel It Still,1,0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754
Portugal. The Man,Live In The Moment,1,0.002,0.546,246787,0.583,0.173,6,0.115,-7.317,0,0.0348,128.017,4,0.235
Portugal. The Man,So Young,1,0.348,0.671,246480,0.445,5.93e-05,4,0.155,-7.842,0,0.0291,75.996,4,0.811
Portugal. The Man,Modern Jesus,1,0.133,0.627,194053,0.633,7.07e-05,10,0.216,-7.41,0,0.0305,85.999,4,0.763
Portugal. The Man,Purple Yellow Red and Blue,1,0.0351,0.601,249747,0.859,0.331,4,0.144,-6.311,0,0.0397,101.003,4,0.431
Portugal. The Man,Feel It Still - Gryffin Remix,1,0.496,0.654,184355,0.781,0,1,0.104,-4.628,0,0.0514,152.013,4,0.699
Portugal. The Man,Feel It Still - Medasin Remix,1,0.553,0.568,194434,0.463,0.00114,4,0.0858,-10.622,1,0.262,157.686,4,0.148
Portugal. The Man,Rich Friends,1,0.00545,0.607,221627,0.881,0.000344,8,0.285,-5.354,1,0.053,94.994,4,0.34
Portugal. The Man,Feel It Still - ZHU Remix,1,0.0354,0.852,214217,0.567,0.163,6,0.0539,-6.683,0,0.0913,113.986,4,0.19
Portugal. The Man,Feel It Still - Ofenbach Remix,1,0.128,0.89,175047,0.775,3.47e-06,6,0.0611,-6.475,0,0.0461,125.031,4,0.8
Jay-Z,Ni**as In Paris,2,0.0942,0.749,219320,0.884,0,1,0.191,-6.07,1,0.243,140.077,4,0.705
Jay-Z,Numb / Encore,2,0.0603,0.687,205733,0.793,0,2,0.582,-4.254,1,0.166,107.045,4,0.751
Jay-Z,All The Way Up (Remix),2,0.097,0.564,284831,0.717,0,10,0.493,-6.403,0,0.397,117.489,5,0.423
Jay-Z,Clique - Edited Version,2,0.0611,0.541,293907,0.568,0,9,0.167,-5.0,0,0.371,109.573,5,0.319
Jay-Z,Renegade,2,0.436,0.646,336133,0.718,1.86e-06,1,0.173,-4.898,0,0.412,82.535,4,0.822
Jay-Z,Points Of Authority / 99 Problems / One Step Closer,2,0.00272,0.547,295827,0.951,1.14e-05,1,0.0862,-4.079,0,0.151,95.031,4,0.51
Jay-Z,Dirt Off Your Shoulder / Lying From You,2,0.0104,0.557,244693,0.905,0,11,0.111,-4.506,1,0.267,160.013,4,0.799
Jay-Z,Izzo / In The End,2,0.00195,0.658,164867,0.91,1.54e-05,7,0.158,-3.499,1,0.316,92.332,4,0.494
Jay-Z,H•A•M,2,0.0462,0.644,277560,0.532,0,8,0.289,-4.813,1,0.0571,140.01,4,0.039
Jay-Z,Jigga What / Faint,2,0.102,0.579,211173,0.96,0,1,0.0674,-3.152,0,0.245,133.63,4,0.566
Jay-Z,Alhambra - Franz Costa Tribe Mix,2,0.00207,0.792,357864,0.829,0.884,11,0.0706,-13.55,0,0.0634,126.0,4,0.687
Jay-Z,Mix Me Feel - Milla Star & Z-Jay from Vegas feat. VNJ,2,0.0164,0.684,285941,0.894,0.77,8,0.346,-6.798,1,0.0587,127.997,4,0.254
Jay-Z,Alhambra - Alex Di Lecce Remix,2,0.0334,0.909,340312,0.968,0.0676,4,0.315,-5.796,0,0.156,125.009,4,0.625
Jay-Z,99 Problemz Remix (produced by DJ Chum),2,0.0166,0.787,145840,0.879,0,7,0.457,-8.946,1,0.492,94.717,4,0.502
Jay-Z,Ain't No Fun,2,0.202,0.82,195547,0.723,0,1,0.0762,-7.305,1,0.19,105.455,4,0.586
Jay-Z,King Jay Z regresas a mi,2,0.377,0.666,225427,0.366,0,1,0.309,-12.81,1,0.0438,114.954,4,0.386
Jay-Z,King Jay Z Me Soprendes,2,0.924,0.611,119507,0.422,7.1e-06,3,0.267,-13.02,1,0.554,72.885,4,0.96
Jay-Z,Ojila Ofuga,2,0.284,0.785,189990,0.878,0,8,0.345,-2.878,1,0.185,93.814,3,0.927
Jay-Z,Bwebatyo,2,0.137,0.803,229983,0.881,0,11,0.102,-2.755,1,0.14,104.076,4,0.963
Jay-Z,Yegwe,2,0.384,0.725,202711,0.907,2.73e-05,5,0.305,-4.999,1,0.0386,101.951,4,0.918
Jay-Z,Better Than,2,0.105,0.908,208145,0.883,0,0,0.0723,-3.814,1,0.0409,104.025,4,0.883
Jay-Z,Zaake Janzi,2,0.0267,0.922,416053,0.936,0,2,0.343,-2.875,1,0.185,105.038,4,0.805
Jay-Z,Show Me,2,0.638,0.631,346959,0.877,2.29e-06,6,0.241,-3.402,1,0.0443,82.965,4,0.689
Jay-Z,Kibubu,2,0.152,0.803,197278,0.918,0.000598,9,0.418,-2.566,0,0.118,117.945,4,0.876
Jay-Z,Abantu Janzi,2,0.0589,0.884,396044,0.956,2e-06,9,0.0541,-3.458,1,0.0642,100.075,4,0.866
Jay-Z,Owejanzi,2,0.692,0.641,289020,0.762,9.19e-06,0,0.102,-4.528,1,0.0349,164.058,4,0.822
Jay-Z,Manifesto,2,0.287,0.663,224837,0.865,0,3,0.159,-4.964,1,0.0398,198.042,4,0.957
Drake,Nice For What,2,0.0934,0.567,210926,0.913,0.000124,8,0.114,-6.471,1,0.0736,93.35,4,0.792
Drake,God's Plan,2,0.0244,0.753,198960,0.454,5.62e-05,7,0.498,-9.488,1,0.0963,77.17,4,0.344
Drake,Look Alive (feat. Drake),2,0.00104,0.922,181263,0.581,5.86e-05,10,0.105,-7.495,1,0.27,140.022,4,0.595
Drake,One Dance,2,0.00842,0.796,173987,0.61,0.00286,1,0.351,-5.857,1,0.0516,103.99,4,0.391
Drake,Passionfruit,2,0.304,0.804,298941,0.459,0.0862,11,0.11,-11.556,1,0.039,111.963,4,0.372
Drake,Fake Love,2,0.108,0.927,210937,0.488,0,9,0.196,-9.433,0,0.42,133.987,4,0.605
Drake,Portland,2,0.0143,0.924,236615,0.444,0,1,0.26,-8.227,1,0.243,136.088,4,0.314
Drake,Teenage Fever,2,0.11,0.768,219692,0.282,0.0208,8,0.113,-10.348,0,0.0863,97.043,4,0.175
Drake,Gyalchester,2,0.0343,0.872,189230,0.389,0.000679,1,0.0941,-8.343,1,0.0634,131.012,4,0.156
Drake,Jumpman,2,0.0565,0.853,205879,0.547,0,1,0.341,-7.535,1,0.194,142.065,4,0.676
Drake,Pink Moon,2,0.851,0.456,123173,0.26,0.166,3,0.142,-15.435,1,0.0548,82.321,4,0.491
Drake,Northern Sky,2,0.548,0.544,223867,0.263,0.779,5,0.13,-18.357,0,0.0354,89.758,4,0.516
Drake,Saturday Sun,2,0.964,0.542,242640,0.128,0.0106,0,0.109,-20.152,1,0.034,127.326,3,0.147
Drake,One Of These Things First,2,0.839,0.605,290733,0.382,0.361,4,0.0976,-18.328,1,0.0371,90.104,3,0.705
Drake,Place To Be,2,0.881,0.52,161187,0.223,0.328,5,0.11,-16.29,1,0.0343,83.343,3,0.441
Drake,River Man,2,0.867,0.465,258080,0.121,0.695,0,0.113,-19.832,0,0.0349,115.418,5,0.0906
Drake,Free Ride,2,0.911,0.819,183840,0.123,0.301,0,0.111,-17.591,1,0.0619,120.392,4,0.61
Drake,' Cello Song,2,0.686,0.517,284640,0.396,0.752,3,0.0636,-16.994,1,0.0334,118.778,4,0.522
Drake,From The Morning,2,0.873,0.657,149960,0.161,0.131,0,0.117,-19.092,1,0.0483,109.002,4,0.415
Drake,Things Behind The Sun,2,0.878,0.681,234320,0.175,0.107,1,0.115,-17.421,1,0.0437,102.868,4,0.259
Drake,Makin’ Me Look Good Again,2,0.389,0.572,238933,0.593,0,10,0.119,-6.201,1,0.0334,127.971,4,0.212
Drake,Livin' The Dream,2,0.0156,0.435,187827,0.869,0,1,0.115,-4.394,1,0.0692,196.061,4,0.449
Drake,It Feels Good,2,0.119,0.766,159213,0.848,0,1,0.213,-4.842,1,0.0361,127.004,4,0.973
Drake,Take Me As I Am,2,0.117,0.566,197053,0.829,0,0,0.0768,-4.368,1,0.033,170.026,4,0.852
Drake,The Simple Life,2,0.0596,0.503,199227,0.791,0,0,0.0927,-5.31,1,0.0346,141.825,4,0.519
Drake,Heartbeat,2,0.00684,0.571,205840,0.781,1.01e-05,0,0.294,-5.611,1,0.0481,119.987,4,0.386
Drake,Waitin’ On The Whiskey To Work,2,0.72,0.699,239893,0.303,0,4,0.107,-13.177,1,0.0377,114.026,4,0.348
Drake,Story,2,0.102,0.449,194747,0.815,0,0,0.671,-4.986,1,0.053,162.027,4,0.423
Drake,Back To Free,2,0.00497,0.506,237533,0.709,0,7,0.106,-5.592,1,0.031,155.918,4,0.277
Drake,I Need Real,2,0.00524,0.377,221800,0.902,0,0,0.464,-4.123,1,0.0733,75.897,4,0.352
Drake,On Again Off Again,2,0.836,0.364,343187,0.439,0.0012,7,0.122,-9.005,1,0.0323,140.105,4,0.214
Drake,From the Morning,2,0.94,0.237,163027,0.123,0.608,4,0.116,-20.907,1,0.0343,64.004,3,0.319
Drake,Nick Drake,2,0.867,0.638,44107,0.00472,0.859,4,0.111,-32.628,1,0.123,108.905,3,0.0376
Drake,Michigan,2,0.468,0.353,286747,0.493,0.159,4,0.118,-10.944,1,0.0305,97.43,4,0.302
Drake,Goodnight Moon,2,0.883,0.306,206227,0.328,0.925,7,0.0865,-17.815,1,0.0336,131.622,3,0.229
Drake,Northern Skies,2,0.545,0.381,368773,0.518,0.000319,9,0.0969,-6.23,1,0.0285,78.202,4,0.3
Drake,Psalm 69,2,0.474,0.458,390213,0.455,0.00235,7,0.0655,-10.369,1,0.0576,98.678,4,0.45
Drake,You Will Find Me,2,0.907,0.396,197173,0.156,0.397,7,0.109,-19.915,1,0.0293,83.681,4,0.366
Drake,Mission Accomplished,2,0.0599,0.532,320987,0.669,1.8e-06,7,0.112,-7.069,1,0.0482,147.726,4,0.892
Drake,Nobel,2,0.145,0.3,344840,0.809,0.000268,2,0.095,-7.304,1,0.0697,169.228,4,0.436
Drake,I Know,2,0.0053,0.527,225267,0.746,0,7,0.103,-5.591,1,0.0369,77.494,4,0.542
Drake,I Found A Way,2,0.0056,0.531,179493,0.766,0,8,0.201,-7.692,1,0.0582,130.048,4,0.532
Drake,Honest,2,0.269,0.585,232800,0.845,5.7e-06,2,0.127,-2.396,1,0.0524,100.044,4,0.505
Drake,Makes Me Happy,2,0.0108,0.454,127693,0.842,0,0,0.378,-5.68,1,0.0484,159.914,4,0.632
Drake,Bitchcraft,2,0.605,0.628,180053,0.876,0,7,0.582,-3.473,0,0.15,108.084,4,0.516
Drake,"I Know - Live from Los Angeles, CA 2015",2,0.709,0.529,248712,0.394,0,7,0.087,-5.915,1,0.0289,72.647,4,0.213
Drake,Makes Me Happy,2,0.434,0.575,171320,0.856,0,0,0.338,-4.889,1,0.0352,158.017,4,0.962
Drake,Found A Way - Acoustic,2,0.621,0.536,182440,0.538,0,3,0.13,-6.384,1,0.0317,129.975,4,0.514
Drake,Rewind,2,0.401,0.505,202819,0.733,0,7,0.328,-2.049,1,0.0395,94.058,4,0.461
Drake,Leaves,2,0.462,0.63,233271,0.913,0,6,0.101,-2.983,1,0.0707,107.014,4,0.792
Drake,Arkham Origins Main Titles,2,0.086,0.242,172605,0.571,0.831,7,0.0814,-11.429,0,0.0673,105.817,4,0.0894
Drake,Injustice 2 Main Theme,2,0.572,0.178,188920,0.421,0.946,6,0.104,-13.09,0,0.0401,99.053,3,0.183
Drake,Carol of the Bells (Joker's Theme),2,0.00467,0.286,89350,0.542,0.00361,0,0.125,-15.934,0,0.0521,74.656,3,0.0976
Drake,The Dark Knight Triumphant / End Titles,2,0.567,0.244,309381,0.315,0.875,9,0.0884,-14.409,1,0.0441,101.254,4,0.0354
Drake,Injustice - Gods Among Us,2,0.79,0.38,186787,0.373,0.931,1,0.156,-12.863,1,0.0301,87.68,3,0.111
Drake,Arkham Origins Suite,2,0.227,0.364,136703,0.553,0.952,7,0.0934,-10.211,0,0.0305,139.976,3,0.14
Drake,"Mutants…Surrender Now, or Be Destroyed",2,0.119,0.283,461164,0.583,0.164,2,0.0999,-11.44,0,0.0474,104.199,4,0.0358
Drake,See You…In Hell,2,0.693,0.266,467411,0.307,0.914,2,0.107,-13.278,0,0.0374,114.867,4,0.0356
Drake,Arkham Origins End Titles,2,0.116,0.189,109011,0.487,0.824,2,0.114,-13.769,1,0.05,94.202,4,0.0607
Drake,I Want You to Remember the One Man Who Beat You,2,0.276,0.296,593100,0.412,0.866,2,0.148,-14.909,0,0.0521,133.219,4,0.0346
Drake,Passages,2,0.0687,0.568,225071,0.52,0,10,0.222,-11.075,1,0.078,144.893,4,0.368
Drake,Think About You (feat. Mia Gladstone),2,0.371,0.6,228362,0.782,0,11,0.124,-8.924,0,0.0412,81.866,4,0.374
Drake,Nintendo,2,0.121,0.698,238315,0.657,0,11,0.162,-8.317,0,0.212,131.99,4,0.658
Drake,Like That,2,0.0636,0.636,262557,0.697,0,2,0.116,-7.765,1,0.0511,127.944,4,0.276
Drake,Came From,2,0.114,0.746,223190,0.747,0,6,0.0816,-7.76,0,0.0437,138.013,4,0.492
Drake,Trippin',2,0.0579,0.764,247118,0.832,0,5,0.304,-4.045,1,0.102,95.038,4,0.566
Drake,Hometown,2,0.181,0.496,140748,0.672,2.59e-06,2,0.0917,-10.588,0,0.0669,79.883,4,0.516
Drake,Medication,2,0.0343,0.749,165224,0.813,0,6,0.738,-6.512,1,0.376,92.681,4,0.79
Drake,Secrets,2,0.0676,0.745,194220,0.438,0,0,0.111,-7.689,1,0.0373,109.946,4,0.327
Drake,Stay,2,0.422,0.658,165042,0.506,0,0,0.0962,-9.564,1,0.217,111.962,5,0.381
Drake,F.U.N.,2,0.00768,0.556,282000,0.681,0.728,0,0.0883,-5.871,1,0.0319,160.058,4,0.0374
