artist,song,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre_class
Black Sabbath,Loner,0.00107,0.465,299933,0.869,0.00789,1,0.231,-3.109,1,0.0285,104.073,4,0.745,0
Black Sabbath,Zeitgeist,0.816,0.484,277787,0.252,0.0399,3,0.377,-12.774,0,0.0321,111.917,4,0.166,0
Black Sabbath,Age Of Reason,0.000106,0.318,421067,0.825,0.317,3,0.256,-4.026,0,0.049,117.959,4,0.357,0
Black Sabbath,Live Forever,7.27E-06,0.341,286507,0.885,0.0154,10,0.251,-3.476,0,0.0375,127.271,4,0.595,0
Black Sabbath,Damaged Soul,0.00482,0.367,471667,0.751,0.509,1,0.0935,-4.862,1,0.0508,135.573,4,0.36,0
Black Sabbath,Dear Father,0.00211,0.421,440173,0.945,0.00144,3,0.215,-4.307,0,0.0745,139.252,4,0.341,0
Black Sabbath,Methademic,7.26E-05,0.409,358213,0.962,0.021,11,0.128,-3.713,1,0.0835,77.021,4,0.222,0
Black Sabbath,Peace Of Mind,0.00352,0.341,220760,0.817,0.00365,8,0.118,-3.996,0,0.0425,131.991,4,0.523,0
Black Sabbath,Pariah,0.000921,0.481,334613,0.854,0.0268,3,0.0597,-2.812,0,0.0298,109.65,4,0.29,0
Black Sabbath,Dirty Women - Live in Australia / 2013,7.18E-05,0.23,440556,0.95,0.0616,9,0.925,-3.707,1,0.0739,113.447,4,0.338,0
Black Sabbath,End Of The Beginning,8.19E-05,0.31,486227,0.886,0.14,10,0.0976,-4.043,0,0.0633,123.46,4,0.158,0
Black Sabbath,God Is Dead?,0.00021,0.389,532267,0.728,0.00206,3,0.0582,-4.941,0,0.0335,118.452,4,0.165,0
Black Sabbath,Loner,0.00101,0.464,299933,0.869,0.00637,1,0.24,-3.107,1,0.0284,104.1,4,0.736,0
Black Sabbath,Zeitgeist,0.805,0.483,277787,0.257,0.0335,3,0.377,-12.748,0,0.0317,112.017,4,0.186,0
Black Sabbath,Age Of Reason,9.69E-05,0.316,421067,0.824,0.32,3,0.256,-4.032,0,0.0445,127.475,4,0.371,0
Black Sabbath,Live Forever,7.29E-06,0.336,286507,0.882,0.0142,10,0.251,-3.475,0,0.0382,127.221,4,0.56,0
Black Sabbath,Damaged Soul,0.00465,0.323,471667,0.752,0.468,1,0.0965,-4.854,1,0.0558,134.733,4,0.345,0
Black Sabbath,Dear Father,0.0021,0.417,440173,0.945,0.00231,3,0.215,-4.315,0,0.0767,139.988,4,0.34,0
Black Sabbath,End Of The Beginning,8.35E-05,0.31,486227,0.882,0.119,10,0.0974,-4.033,0,0.0632,123.488,4,0.161,0
Black Sabbath,God Is Dead?,0.000206,0.391,532267,0.727,0.00234,3,0.0582,-4.937,0,0.0333,118.478,4,0.178,0
Black Sabbath,Loner,0.000937,0.468,299933,0.872,0.00463,1,0.234,-3.11,1,0.0285,104.453,4,0.726,0
Black Sabbath,Zeitgeist,0.8,0.482,277787,0.254,0.0293,3,0.38,-12.752,0,0.0319,112.015,4,0.185,0
Black Sabbath,Age Of Reason,0.0001,0.311,421067,0.826,0.278,3,0.256,-4.03,0,0.0438,128.923,4,0.378,0
Black Sabbath,Live Forever,6.68E-06,0.336,286507,0.883,0.0135,10,0.251,-3.482,0,0.0377,127.307,4,0.577,0
Black Sabbath,Damaged Soul,0.00503,0.37,471667,0.755,0.497,1,0.0962,-4.855,1,0.0513,135.084,4,0.359,0
Black Sabbath,Dear Father,0.0021,0.423,440173,0.946,0.00186,8,0.217,-4.311,1,0.0749,139.145,4,0.341,0
Black Sabbath,Methademic,7.15E-05,0.399,358213,0.962,0.0189,11,0.129,-3.71,1,0.0833,77.116,4,0.217,0
Black Sabbath,Peace Of Mind,0.00352,0.341,220760,0.815,0.00202,8,0.116,-3.991,0,0.042,132.374,4,0.486,0
Black Sabbath,Pariah,0.000942,0.475,334613,0.849,0.0336,3,0.0595,-2.818,0,0.0296,109.655,4,0.284,0
Black Sabbath,War Pigs - Live,5.00E-05,0.219,507600,0.978,0.0314,1,0.978,-8.175,1,0.127,98.77,4,0.101,0
Black Sabbath,Behind The Wall Of Sleep - Live,4.20E-05,0.362,246667,0.871,0.00433,10,0.413,-6.77,0,0.0358,98.666,4,0.264,0
Black Sabbath,N.I.B. - Live,4.91E-05,0.354,404760,0.97,0.0017,1,0.647,-6.775,1,0.0861,108.465,4,0.174,0
Black Sabbath,Fairies Wear Boots - Video for EVS 41588/Live,5.44E-06,0.259,379000,0.956,0.00898,4,0.805,-6.79,1,0.0694,143.41,4,0.227,0
Black Sabbath,Electric Funeral - Live,2.57E-05,0.295,301640,0.909,1.29E-05,10,0.455,-7.479,1,0.0537,117.418,4,0.224,0
Black Sabbath,Sweet Leaf - Live,2.98E-06,0.299,301187,0.909,0.58,9,0.996,-7.596,0,0.0469,128.444,4,0.323,0
Black Sabbath,Spiral Architect - Live,0.000121,0.195,345840,0.911,5.94E-05,11,0.98,-6.113,1,0.0545,141.416,4,0.246,0
Black Sabbath,Into The Void - Live,7.97E-06,0.294,391507,0.946,0.000745,1,0.973,-6.217,1,0.0751,76.87,4,0.238,0
Black Sabbath,Snowblind - Live,1.65E-06,0.322,367667,0.962,0.039,11,0.843,-6.266,0,0.0553,119.386,4,0.34,0
Black Sabbath,Sabbath Bloody Sabbath - Live,4.84E-06,0.255,276467,0.966,0.00101,1,0.994,-6.087,0,0.0735,134.453,4,0.325,0
Black Sabbath,Orchid/Lord Of This World - Live,2.28E-05,0.286,426867,0.922,0.0265,6,0.78,-7.94,1,0.0599,130.887,4,0.118,0
Black Sabbath,Dirty Women - Live,4.74E-06,0.305,389040,0.965,0.00127,11,0.941,-5.546,0,0.0957,122.726,4,0.237,0
Black Sabbath,Black Sabbath - Live,3.79E-05,0.241,449133,0.849,0.00164,1,0.994,-8.05,1,0.0636,140.017,4,0.161,0
Black Sabbath,Iron Man - Live,2.61E-05,0.284,500693,0.935,9.68E-05,8,0.978,-6.404,1,0.0674,133.463,4,0.278,0
Black Sabbath,Children Of The Grave - Live,5.70E-05,0.228,390133,0.97,0.000679,2,0.986,-6.275,1,0.15,150.051,4,0.118,0
Black Sabbath,Paranoid,9.44E-05,0.239,267507,0.961,0.0619,8,0.964,-6.695,1,0.128,176.343,4,0.182,0
Black Sabbath,Psycho Man,0.000812,0.316,320693,0.766,0.0109,11,0.0656,-8.883,0,0.0369,108.107,4,0.326,0
Black Sabbath,Selling My Soul,2.24E-05,0.538,191400,0.71,0.00148,8,0.0711,-8.26,1,0.0304,119.914,4,0.564,0
Jimi Hendrix,Mannish Boy,0.0285,0.568,301520,0.898,0.0787,8,0.484,-8.833,0,0.0862,110.824,4,0.833,0
Jimi Hendrix,Lover Man,0.308,0.435,183427,0.847,0.384,8,0.0888,-9.434,1,0.0509,140.868,4,0.927,0
Jimi Hendrix,Hear My Train a Comin',0.272,0.349,445653,0.58,0.677,1,0.367,-9.108,1,0.0507,144.275,4,0.565,0
Jimi Hendrix,Stepping Stone,0.00582,0.387,192640,0.915,8.62E-05,9,0.0668,-8.64,1,0.116,142.467,4,0.681,0
Jimi Hendrix,$20 Fine,0.0896,0.569,299080,0.887,0.431,0,0.345,-8.972,1,0.0397,120.949,4,0.738,0
Jimi Hendrix,Power of Soul,0.387,0.474,355347,0.602,0.00241,1,0.224,-10.853,1,0.0476,83.326,4,0.812,0
Jimi Hendrix,Jungle,0.0558,0.497,208120,0.499,0.73,9,0.222,-12.348,0,0.056,174.608,3,0.516,0
Jimi Hendrix,Things I Used to Do,0.00117,0.312,221360,0.674,0.765,7,0.273,-8.86,1,0.0391,93.241,4,0.691,0
Jimi Hendrix,Georgia Blues,0.176,0.355,475373,0.661,0.0857,7,0.636,-8.139,1,0.111,167.281,3,0.579,0
Jimi Hendrix,Sweet Angel,0.0205,0.409,234867,0.716,0.806,1,0.157,-9.863,0,0.141,158.804,4,0.474,0
Jimi Hendrix,Woodstock,0.0214,0.542,319000,0.705,0.019,0,0.264,-9.124,1,0.0335,124.066,4,0.894,0
Jimi Hendrix,Send My Love to Linda,0.398,0.368,276787,0.499,0.222,8,0.16,-10.987,1,0.0337,126.783,4,0.404,0
Jimi Hendrix,Cherokee Mist,0.329,0.442,421000,0.301,0.746,8,0.102,-13.473,1,0.048,108.586,4,0.161,0
Jimi Hendrix,Power of Soul - Live at the Fillmore East,0.136,0.359,330133,0.85,0.19,1,0.984,-7.384,1,0.0715,89.222,4,0.729,0
Jimi Hendrix,Lover Man - Live at the Fillmore East,0.203,0.341,193947,0.88,0.0416,8,0.426,-8.817,1,0.168,157.992,4,0.782,0
Jimi Hendrix,Hear My Train a Comin' - Live at the Fillmore East,0.279,0.4,546400,0.661,0.259,1,0.256,-7.866,1,0.0484,80.654,4,0.746,0
Jimi Hendrix,Changes - Live at the Fillmore East,0.625,0.541,357813,0.629,8.47E-05,8,0.221,-9.878,1,0.0547,119.111,4,0.675,0
Jimi Hendrix,Izabella - Live at the Fillmore East,0.202,0.546,208520,0.949,0.31,1,0.287,-7.928,0,0.0731,123.527,4,0.411,0
Jimi Hendrix,Machine Gun - Live at the Fillmore East,0.286,0.412,533680,0.538,0.0324,1,0.667,-8.155,1,0.0505,132.933,4,0.638,0
Jimi Hendrix,Stop - Live at the Fillmore East,0.376,0.409,329760,0.763,0,11,0.476,-8.359,1,0.0726,80.757,4,0.601,0
Jimi Hendrix,Ezy Ryder - Live at the Fillmore East,0.0652,0.282,355413,0.897,0.0019,1,0.473,-8.224,1,0.0799,142.882,4,0.713,0
Jimi Hendrix,Bleeding Heart - Live at the Fillmore East,0.635,0.406,397707,0.467,0.058,8,0.416,-10.869,1,0.0619,81.819,1,0.726,0
Jimi Hendrix,Earth Blues - Live at the Fillmore East,0.121,0.329,383653,0.847,0.000126,8,0.234,-9.051,0,0.105,118.842,4,0.573,0
Jimi Hendrix,Burning Desire - Live at the Fillmore East,0.157,0.418,579867,0.674,0.0715,1,0.706,-9.598,0,0.0759,118.173,4,0.388,0
Jimi Hendrix,Fire - Live,0.00184,0.274,280787,0.911,0.00537,5,0.629,-10.69,0,0.272,170.377,4,0.462,0
Jimi Hendrix,Lover Man - Live,0.00197,0.244,179147,0.846,0.326,5,0.773,-10.205,1,0.124,159.481,4,0.683,0
Jimi Hendrix,Spanish Castle Magic - Live,0.000508,0.285,320920,0.828,0.0263,7,0.854,-9.796,1,0.0686,99.785,4,0.649,0
Jimi Hendrix,Red House - Live,0.0748,0.398,507307,0.565,0.000202,5,0.558,-12.109,1,0.067,140.063,3,0.507,0
Jimi Hendrix,Room Full of Mirrors - Live,0.0361,0.462,198800,0.87,0.0071,5,0.941,-11.212,0,0.136,143.839,4,0.729,0
Jimi Hendrix,Hear My Train a Comin' - Live,0.00453,0.273,572387,0.681,0.134,1,0.723,-10.973,1,0.0997,140.489,4,0.563,0
Jimi Hendrix,Message to Love - Live,0.0103,0.353,294107,0.887,0.0482,1,0.816,-10.178,1,0.0762,101.926,4,0.702,0
Jimi Hendrix,All Along the Watchtower - Live,0.00102,0.389,259533,0.81,0.0025,0,0.568,-10.729,1,0.0712,124.166,4,0.617,0
Jimi Hendrix,Freedom - Live,0.0124,0.387,245213,0.881,0.0022,7,0.763,-11.042,1,0.0761,115.381,4,0.649,0
Jimi Hendrix,Foxey Lady - Live,0.00305,0.262,269853,0.964,0.0465,5,0.687,-9.233,1,0.0995,103.298,4,0.26,0
Jimi Hendrix,Purple Haze - Live,0.0112,0.242,259320,0.919,0.0284,7,0.936,-9.749,0,0.123,113.655,4,0.351,0
Jimi Hendrix,Hey Joe - Live,0.0267,0.355,277253,0.778,0.000139,10,0.984,-10.509,0,0.0888,79.941,4,0.376,0
Jimi Hendrix,Voodoo Child (Slight Return) - Live,0.0157,0.413,478653,0.89,0.0001,1,0.589,-10.33,1,0.111,100.886,4,0.357,0
Jimi Hendrix,Stone Free - Live,0.000369,0.318,325000,0.849,0.0289,5,0.599,-9.902,0,0.0808,81.242,4,0.569,0
Jimi Hendrix,Star Spangled Banner - Live,0.7,0.129,166760,0.859,0.807,10,0.953,-12.832,1,0.153,68.243,3,0.146,0
Jimi Hendrix,Straight Ahead - Live,0.00438,0.269,292040,0.885,0.00902,1,0.974,-10.021,1,0.0817,104.163,4,0.627,0
Jimi Hendrix,Introduction,0.622,0.355,113947,0.423,0.00582,8,0.136,-17.62,1,0.406,70.026,4,0.0635,0
Jimi Hendrix,Hey Joe,0.000332,0.223,382093,0.94,0.0596,8,0.636,-7.113,1,0.0725,157.293,4,0.261,0
Jimi Hendrix,Foxey Lady,0.00245,0.304,272560,0.912,0.186,1,0.864,-7.824,1,0.104,95.287,4,0.395,0
Jimi Hendrix,Tax Free,0.00131,0.284,500813,0.902,0.559,1,0.134,-8.721,1,0.0998,81.161,4,0.308,0
Jimi Hendrix,Fire,0.000494,0.284,167293,0.971,0.00204,11,0.169,-6.522,1,0.22,171.606,4,0.521,0
Jimi Hendrix,Hear My Train a Comin',0.0043,0.358,461493,0.651,0.0133,11,0.443,-10.003,1,0.0545,146.309,4,0.301,0
Jimi Hendrix,I Don't Live Today,0.000625,0.313,289693,0.863,0.217,10,0.16,-8.529,0,0.172,118.16,4,0.326,0
Jimi Hendrix,Red House,0.00598,0.44,726800,0.515,0.555,6,0.117,-9.685,1,0.0423,131.668,3,0.235,0
Jimi Hendrix,Purple Haze,8.58E-05,0.379,258840,0.869,0.402,1,0.684,-8.098,1,0.0505,103.244,4,0.554,0
Jimi Hendrix,Fire - Afternoon Show,0.00116,0.247,187013,0.944,0.013,1,0.34,-8.249,1,0.247,181.98,4,0.374,0
Jimi Hendrix,Foxey Lady - Afternoon Show,0.000781,0.178,295760,0.939,0.343,1,0.496,-7.816,1,0.23,178.876,4,0.5,0
Jimi Hendrix,Earth Blues,0.651,0.632,213933,0.76,0.000328,8,0.113,-7.747,0,0.035,110.227,4,0.747,0
Jimi Hendrix,Somewhere,0.0131,0.371,245760,0.695,0.00275,2,0.301,-7.428,1,0.0851,146.69,4,0.577,0
Jimi Hendrix,Hear My Train a Comin',0.146,0.371,341800,0.634,0.011,10,0.104,-7.648,0,0.0277,84.977,4,0.568,0
Jimi Hendrix,Bleeding Heart,0.637,0.505,238307,0.617,0.00405,8,0.128,-8.517,1,0.0479,144.962,4,0.756,0
Jimi Hendrix,Let Me Move You,0.202,0.356,410360,0.877,0.37,7,0.282,-8.296,1,0.0563,137.653,4,0.806,0
Jimi Hendrix,Izabella,0.353,0.537,222960,0.806,0.00445,0,0.165,-7.638,1,0.0631,106.087,4,0.749,0
Jimi Hendrix,Easy Blues,0.203,0.422,357093,0.872,0.233,5,0.0684,-6.771,0,0.13,95.19,4,0.722,0
Jimi Hendrix,Crash Landing,0.254,0.558,254880,0.812,0.000643,10,0.0626,-7.488,0,0.136,105.976,4,0.713,0
Jimi Hendrix,Inside Out,0.000671,0.376,303973,0.911,0.86,1,0.152,-7.402,1,0.0439,100.129,4,0.861,0
Jimi Hendrix,Hey Gypsy Boy,0.258,0.64,219573,0.355,0.738,1,0.0971,-11.894,1,0.0448,68.196,4,0.143,0
Jimi Hendrix,Mojo Man,0.00961,0.537,247120,0.607,0.0081,5,0.368,-10.317,1,0.0342,99.057,4,0.768,0
Jimi Hendrix,Villanova Junction Blues,0.643,0.687,104973,0.497,0.853,10,0.171,-10.257,0,0.0331,81.183,4,0.653,0
The Doors,Roadhouse Blues - Live At The Isle Of Wight Festival 1970,0.0224,0.436,309800,0.551,0.00112,11,0.711,-13.89,0,0.0347,132.03,4,0.535,0
The Doors,Introduction - Live At The Isle Of Wight Festival 1970,0.869,0,13173,0.421,0,2,0.558,-20.117,1,0,0,0,0,0
The Doors,Back Door Man - Live At The Isle Of Wight Festival 1970,0.0543,0.635,257853,0.518,0.0298,4,0.947,-13.607,0,0.0271,87.013,4,0.79,0
The Doors,Break On Through (To The Other Side) - Live At Isle Of Wight Festival 1970,0.00612,0.313,286120,0.59,0.00269,2,0.973,-12.511,1,0.0346,181.94,4,0.562,0
The Doors,When The Music's Over - Live At The Isle Of Wight Festival 1970,0.0104,0.385,808387,0.377,0.0182,2,0.987,-14.789,1,0.0419,103.83,4,0.512,0
The Doors,Ship Of Fools - Live At The Isle Of Wight Festival 1970,0.0139,0.309,437760,0.557,0.0165,2,0.767,-14.323,1,0.0297,162.132,4,0.371,0
The Doors,Light My Fire - Live At The Isle Of Wight Festival 1970,0.117,0.408,842227,0.655,0.264,4,0.93,-13.778,0,0.0393,123.566,4,0.835,0
The Doors,The End - Live At The Isle Of Wight Festival 1970,0.00616,0.386,952013,0.345,0.0496,7,0.694,-15.875,1,0.0357,119.775,4,0.145,0
The Doors,Strange Days - Remastered,0.234,0.475,190120,0.692,0.0263,2,0.0809,-10.533,0,0.0486,122.239,4,0.464,0
The Doors,You're Lost Little Girl - Remastered,0.632,0.492,184627,0.292,0.000451,4,0.103,-14.091,0,0.029,112.049,4,0.324,0
The Doors,Love Me Two Times - Remastered,0.287,0.646,196427,0.521,3.82E-06,4,0.109,-11.29,0,0.0399,133.182,4,0.831,0
The Doors,Unhappy Girl - Remastered,0.543,0.486,118667,0.379,0,5,0.0874,-12.828,0,0.0408,127.17,4,0.704,0
The Doors,Horse Latitudes - Remastered,0.729,0.29,95773,0.832,0.000148,4,0.673,-16.104,0,0.254,111.501,1,0.0475,0
The Doors,Moonlight Drive - Remastered,0.545,0.599,184787,0.6,0,2,0.0544,-11.443,1,0.0329,113.588,4,0.873,0
The Doors,People Are Strange - Remastered,0.667,0.667,132707,0.323,0,7,0.293,-14.24,1,0.0468,120.168,4,0.747,0
The Doors,My Eyes Have Seen You - Remastered,0.269,0.397,148573,0.746,0,4,0.0721,-12.189,0,0.0626,131.998,4,0.965,0
The Doors,I Can't See Your Face In My Mind - Remastered,0.644,0.582,206173,0.27,8.76E-06,2,0.421,-14.289,0,0.0378,97.71,4,0.386,0
The Doors,When The Music's Over - Remastered,0.146,0.535,656080,0.429,4.99E-05,9,0.0586,-12.209,1,0.0318,97.452,4,0.607,0
The Doors,Strange Days - Mono [Remastered],0.297,0.403,188173,0.704,0.241,9,0.133,-8.991,0,0.0481,121.59,4,0.467,0
The Doors,You're Lost Little Girl - Mono [Remastered],0.548,0.506,181853,0.329,0.0129,7,0.103,-11.532,1,0.0295,112.062,4,0.33,0
The Doors,Love Me Two Times - Mono [Remastered],0.255,0.661,196640,0.633,2.23E-05,4,0.0954,-8.548,0,0.0445,133.576,4,0.826,0
The Doors,Unhappy Girl - Mono [Remastered],0.699,0.441,119907,0.573,2.54E-06,8,0.0975,-9.102,1,0.0371,127.228,4,0.518,0
The Doors,Horse Latitudes - Mono [Remastered],0.702,0.245,94853,0.932,0.000858,4,0.655,-10.812,0,0.313,91.128,3,0.0675,0
The Doors,Moonlight Drive - Mono [Remastered],0.353,0.538,183200,0.647,0,2,0.083,-8.693,1,0.0326,112.926,4,0.916,0
The Doors,People Are Strange - Mono [Remastered],0.807,0.629,133107,0.474,2.04E-05,4,0.282,-10.846,0,0.035,118.494,4,0.747,0
The Doors,My Eyes Have Seen You - Mono [Remastered],0.0825,0.342,146680,0.707,5.03E-05,4,0.0869,-9.791,0,0.0902,130.661,4,0.839,0
The Doors,I Can't See Your Face In My Mind - Mono [Remastered],0.682,0.573,205907,0.302,0.000895,9,0.303,-12.153,0,0.0398,97.42,4,0.475,0
The Doors,When The Music's Over - Mono [Remastered],0.26,0.406,660293,0.383,0.000811,9,0.16,-10.813,1,0.0303,95.525,4,0.576,0
The Doors,Break On Through (To The Other Side) - Remastered,0.149,0.302,149400,0.688,0,2,0.101,-12.537,1,0.0503,183.763,4,0.81,0
The Doors,Soul Kitchen - Remastered,0.311,0.679,215013,0.308,0,9,0.0599,-12.787,1,0.0483,115.835,4,0.702,0
The Doors,The Crystal Ship - Remastered,0.848,0.421,154947,0.328,6.01E-05,5,0.332,-14.9,1,0.0288,89.183,4,0.363,0
The Doors,Twentieth Century Fox - Remastered,0.19,0.568,154107,0.549,0,9,0.0803,-11.97,1,0.0308,114.067,4,0.777,0
The Doors,Alabama Song (Whisky Bar) - Remastered,0.626,0.577,200253,0.519,1.53E-06,5,0.068,-12.547,1,0.0415,172.058,4,0.907,0
The Doors,Light My Fire - Remastered,0.361,0.407,430453,0.565,0.000142,3,0.105,-11.487,0,0.0322,125.096,4,0.502,0
The Doors,Back Door Man - Remastered,0.251,0.625,214173,0.448,7.89E-06,9,0.0796,-12.797,1,0.0298,88.576,4,0.925,0
The Doors,I Looked At You - Remastered,0.045,0.43,141693,0.501,0,0,0.111,-13.489,1,0.0423,74.147,4,0.804,0
The Doors,End Of The Night - Remastered,0.874,0.397,172973,0.142,0.000671,11,0.108,-18.459,0,0.0333,72.276,4,0.0916,0
The Doors,Take It As It Comes - Remastered,0.00934,0.418,137173,0.517,0,4,0.196,-12.152,0,0.0302,74.625,4,0.573,0
The Doors,The End - Remastered,0.285,0.351,710827,0.228,0.00116,0,0.123,-17.271,1,0.0307,104.551,4,0.0329,0
The Doors,Break On Through (To The Other Side) - Mono Remastered,0.336,0.345,148907,0.582,1.65E-06,9,0.117,-12.382,1,0.0435,183.853,4,0.9,0
The Doors,Soul Kitchen - Mono Remastered,0.186,0.699,214520,0.341,0,9,0.0642,-12.408,1,0.0394,116.422,4,0.83,0
The Doors,The Crystal Ship - Mono Remastered,0.798,0.49,154027,0.414,3.48E-06,10,0.348,-11.978,1,0.0264,90.39,4,0.555,0
The Doors,Twentieth Century Fox - Mono Remastered,0.528,0.646,153240,0.593,0,9,0.0611,-10.168,1,0.0402,114.52,4,0.654,0
The Doors,Alabama Song (Whisky Bar) - Mono Remastered,0.538,0.611,201093,0.604,4.92E-06,5,0.0811,-10.817,1,0.0371,173.556,4,0.871,0
The Doors,Light My Fire - Mono Remastered,0.297,0.496,420680,0.796,0.0017,9,0.0901,-8.71,1,0.0551,127.824,4,0.481,0
The Doors,Back Door Man - Mono Remastered,0.301,0.708,214960,0.49,0.00175,9,0.106,-11.971,1,0.0341,88.68,4,0.871,0
The Doors,I Looked At You - Mono Remastered,0.249,0.434,143520,0.657,0,0,0.0869,-10.987,1,0.0556,148.358,4,0.839,0
The Doors,End Of The Night - Mono Remastered,0.852,0.339,174440,0.17,0.00123,9,0.345,-16.418,0,0.0374,144.849,4,0.119,0
The Doors,Take It As It Comes - Mono Remastered,0.0193,0.432,137600,0.456,4.56E-05,9,0.272,-10.721,0,0.0303,149.275,4,0.577,0
The Doors,The End - Mono Remastered,0.345,0.35,706173,0.139,0.00971,0,0.126,-17.423,1,0.0325,105.446,4,0.0339,0
The Doors,"Break On Through (To The Other Side) - Live at Matrix, 3/7/1967",0.96,0.31,215333,0.64,0.376,9,0.905,-12.311,1,0.167,182.218,4,0.553,0
The Doors,"Soul Kitchen - Live at Matrix, 3/7/1967",0.901,0.631,245547,0.384,0.00014,9,0.549,-12.419,1,0.0538,120.275,4,0.867,0
The Doors,"The Crystal Ship - Live at Matrix, 3/7/1967",0.895,0.364,187320,0.313,0.000112,3,0.664,-14.788,1,0.0584,176.175,4,0.308,0
The Doors,"Twentieth Century Fox - Live at Matrix, 3/7/1967",0.936,0.609,174227,0.375,2.07E-06,2,0.088,-14.285,1,0.042,113.257,4,0.755,0
The Doors,"Alabama Song (Whisky Bar) - Live at Matrix, 3/7/1967",0.931,0.522,243120,0.267,0.00095,9,0.0893,-16.249,0,0.306,171.172,4,0.74,0
The Doors,"Light My Fire - Live at Matrix, 3/7/1967",0.903,0.439,531960,0.586,0.0112,4,0.203,-12.266,0,0.0462,127.198,4,0.5,0
The Doors,"Back Door Man - Live at Matrix, 3/7/1967",0.942,0.471,344613,0.422,0.000111,9,0.247,-12.232,1,0.0602,167.888,4,0.152,0
The Doors,"The End - Live at Matrix, 3/7/1967",0.919,0.351,854640,0.212,0.00872,2,0.521,-15.985,0,0.0453,116.247,4,0.143,0
Drake,Free Smoke,0.0621,0.617,218674,0.492,0,10,0.484,-7.588,0,0.448,141.953,4,0.208,1
Drake,No Long Talk,0.0626,0.919,149569,0.627,0,10,0.529,-6.764,0,0.234,97.076,4,0.52,1
Drake,Passionfruit,0.304,0.804,298941,0.459,0.0862,11,0.11,-11.556,1,0.039,111.963,4,0.372,1
Drake,Jorja Interlude,0.755,0.719,107673,0.354,0.00969,11,0.349,-10.461,1,0.104,123.152,4,0.205,1
Drake,Get It Together,0.0896,0.78,250337,0.729,0.422,5,0.104,-9.138,0,0.0493,123.009,4,0.844,1
Drake,Madiba Riddim,0.235,0.834,205163,0.527,0.00968,7,0.632,-10.4,1,0.193,105.86,4,0.319,1
Drake,Blem,0.0521,0.724,216558,0.548,7.40E-06,7,0.104,-8.062,0,0.0497,98.017,4,0.392,1
Drake,Gyalchester,0.0343,0.872,189230,0.389,0.000679,1,0.0941,-8.343,1,0.0634,131.012,4,0.156,1
Drake,Skepta Interlude,0.0117,0.801,143214,0.813,3.79E-06,7,0.157,-6.404,1,0.23,129.962,4,0.403,1
Drake,Portland,0.0143,0.924,236615,0.444,0,1,0.26,-8.227,1,0.243,136.088,4,0.314,1
Drake,Sacrifices,0.0463,0.903,307593,0.432,0,8,0.111,-11.885,1,0.426,139.028,4,0.555,1
Drake,Nothings Into Somethings,0.379,0.76,153725,0.227,0.0017,11,0.355,-8.327,0,0.15,96.912,4,0.279,1
Drake,Teenage Fever,0.11,0.768,219692,0.282,0.0208,8,0.113,-10.348,0,0.0863,97.043,4,0.175,1
Drake,KMT,0.0143,0.872,162638,0.623,0.0214,1,0.125,-6.984,1,0.0446,119.983,4,0.0883,1
Drake,Lose You,0.736,0.519,305374,0.576,0,4,0.371,-9.162,1,0.414,87.983,4,0.373,1
Drake,Can't Have Everything,0.0111,0.636,228438,0.568,0,1,0.117,-8.441,1,0.419,82.495,4,0.438,1
Drake,Glow,0.227,0.669,206120,0.385,0,0,0.7,-8.901,1,0.378,162.039,4,0.391,1
Drake,Since Way Back,0.352,0.429,368036,0.275,6.58E-06,0,0.185,-11.156,1,0.161,76.683,4,0.258,1
Drake,Fake Love,0.108,0.927,210937,0.488,0,9,0.196,-9.433,0,0.42,133.987,4,0.605,1
Drake,Ice Melts,0.0754,0.813,250770,0.558,0,9,0.385,-7.559,1,0.337,124.949,4,0.631,1
Drake,Do Not Disturb,0.234,0.787,283551,0.69,0,7,0.112,-6.206,0,0.404,171.029,4,0.465,1
Drake,Free Smoke,0.0614,0.618,218674,0.495,0,10,0.479,-7.588,0,0.456,141.97,4,0.193,1
Drake,No Long Talk,0.0765,0.913,149569,0.624,0,1,0.487,-6.91,1,0.209,97.049,4,0.512,1
Drake,Passionfruit,0.279,0.799,298941,0.453,0.0698,11,0.109,-11.557,1,0.0381,111.976,4,0.368,1
Drake,Jorja Interlude,0.761,0.728,107673,0.347,0.00997,11,0.346,-10.398,1,0.0896,123.096,4,0.237,1
Drake,Get It Together,0.109,0.78,250337,0.726,0.392,5,0.104,-9.17,0,0.0502,122.989,4,0.827,1
Drake,Madiba Riddim,0.246,0.832,205163,0.526,0.00425,7,0.594,-10.401,1,0.16,105.87,4,0.309,1
Drake,Blem,0.0615,0.715,216558,0.548,1.13E-05,7,0.102,-8.062,0,0.0501,98.028,4,0.334,1
Drake,Gyalchester,0.0313,0.87,189230,0.382,0.00193,1,0.0939,-8.38,1,0.0663,131.027,4,0.171,1
Drake,Skepta Interlude,0.0112,0.717,143214,0.811,3.91E-06,7,0.127,-6.368,1,0.25,86.785,5,0.431,1
Drake,Portland,0.0133,0.931,236615,0.436,0,1,0.26,-8.272,1,0.235,136.077,4,0.29,1
Drake,Sacrifices,0.047,0.903,307593,0.431,0,8,0.138,-11.925,1,0.435,139.065,4,0.556,1
