acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre_class
0.0682,0.546,561966,0.33,0.811,3,0.0661,-10.794,0,0.216,77.019,5,0.552,0
0.000242,0.812,398561,0.517,0.33,6,0.0734,-6.687,0,0.0882,123.992,4,0.654,0
0.275,0.801,466789,0.528,0.0505,9,0.0798,-7.884,0,0.0548,123.992,4,0.579,0
0.00299,0.716,365806,0.67,0.0298,5,0.0911,-10.87,0,0.0474,124.018,4,0.838,0
0.00148,0.83,416000,0.463,0.731,5,0.112,-17.669,0,0.225,122.001,4,0.374,0
0.24,0.756,441605,0.146,0.000137,3,0.0992,-19.599,0,0.0544,125.005,4,0.213,0
0.00736,0.301,478200,0.928,0.199,8,0.811,-4.567,1,0.148,118.971,4,0.211,0
0.000484,0.367,259520,0.961,0.361,2,0.107,-5.6,1,0.0843,97.621,4,0.35,0
0.181,0.695,298000,0.647,0.627,5,0.0939,-7.237,1,0.026,113.01,4,0.75,0
0.647,0.629,194680,0.202,0.55,2,0.108,-18.919,1,0.0371,98.95,4,0.0395,0
0.00347,0.403,258693,0.957,0.174,2,0.921,-7.307,1,0.106,97.586,4,0.218,0
0.00142,0.562,232173,0.928,0.0257,7,0.0816,-4.229,1,0.0384,139.967,4,0.633,0
0.193,0.477,304787,0.471,1.76e-06,6,0.131,-10.036,1,0.0277,81.204,4,0.423,0
0.0828,0.357,259800,0.653,0,9,0.0844,-5.554,1,0.0654,176.647,4,0.522,0
0.31,0.33,292067,0.469,2.3e-06,10,0.0402,-9.286,0,0.0335,201.327,4,0.433,0
0.0987,0.516,200573,0.486,1.48e-06,3,0.143,-11.81,0,0.0272,132.542,4,0.471,0
0.229,0.705,268693,0.806,0,0,0.0676,-4.83,1,0.0814,117.945,4,0.763,0
0.342,0.855,271200,0.803,0.00732,4,0.0841,-5.849,0,0.0316,114.867,4,0.962,0
0.0477,0.431,229053,0.683,8.19e-06,8,0.213,-7.417,0,0.0293,114.877,4,0.506,0
0.179,0.682,224533,0.711,9.53e-05,9,0.126,-7.637,0,0.0325,129.546,4,0.766,0
0.0136,0.499,232333,0.802,1.56e-06,7,0.128,-4.537,1,0.0547,107.705,4,0.504,0
0.436,0.431,237693,0.522,1.91e-05,11,0.109,-8.625,1,0.0295,199.786,4,0.233,0
0.143,0.418,176427,0.812,2.21e-05,2,0.0771,-4.67,1,0.119,190.451,4,0.353,0
0.00358,0.351,279307,0.886,0.65,9,0.0821,-4.245,1,0.0662,183.038,4,0.302,0
4.97e-05,0.273,189258,0.813,0.62,2,0.252,-6.583,1,0.0585,129.134,4,0.332,0
0.000498,0.365,147293,0.895,3.44e-06,9,0.0942,-4.494,1,0.0823,89.961,4,0.525,0
0.000597,0.346,229147,0.91,0,9,0.179,-4.25,1,0.218,142.163,4,0.231,0
2.07e-05,0.297,183427,0.904,0.00868,5,0.0949,-5.126,1,0.0538,95.14,4,0.348,0
0.00252,0.196,215253,0.769,0.0292,6,0.156,-6.305,0,0.0482,92.321,4,0.467,0
3.18e-05,0.142,204373,0.905,1.13e-06,4,0.237,-3.548,1,0.0915,188.9,4,0.34,0
0.000631,0.463,114920,0.947,0,11,0.405,-2.087,0,0.14,94.308,4,0.557,0
0.882,0.373,120205,0.0851,0.494,9,0.128,-19.814,1,0.0313,78.812,4,0.267,0
0.00251,0.892,347717,0.787,0.0755,10,0.12,-9.667,0,0.159,126.976,4,0.789,0
0.143,0.698,214256,0.9,0,7,0.347,-4.167,1,0.238,101.003,4,0.453,0
0.378,0.74,234736,0.457,0,7,0.0871,-9.877,1,0.4,84.1,4,0.822,0
0.0332,0.643,350476,0.58,0.295,8,0.106,-9.084,1,0.387,126.009,4,0.173,0
0.0501,0.807,356540,0.673,0.85,0,0.0665,-8.602,1,0.0555,120.003,4,0.578,0
0.0116,0.792,255320,0.441,0.778,7,0.184,-9.847,1,0.0918,100.004,4,0.484,0
4.66e-05,0.846,297072,0.513,0.893,0,0.0956,-9.022,1,0.0942,120.024,4,0.261,0
0.0681,0.795,278319,0.599,0.00553,4,0.0961,-9.229,0,0.0829,119.028,4,0.453,0
8.97e-05,0.807,510968,0.606,0.848,11,0.0985,-13.867,1,0.0483,123.994,4,0.384,0
0.659,0.726,283246,0.525,0.4,0,0.099,-10.138,0,0.0385,99.995,4,0.0969,0
7.72e-06,0.709,640917,0.888,0.817,0,0.12,-12.486,1,0.0608,129.008,4,0.0386,0
0.127,0.5,250987,0.748,0,4,0.447,-9.072,1,0.0363,118.852,4,0.514,0
0.0979,0.202,267080,0.644,0,11,0.109,-5.212,1,0.0324,85.04,5,0.252,0
0.0188,0.451,323707,0.962,3.17e-06,0,0.277,-3.947,1,0.0734,131.435,4,0.377,0
0.00251,0.529,201693,0.932,0.00109,7,0.136,-7.501,1,0.0488,138.158,4,0.571,0
0.584,0.405,202173,0.21,0,2,0.139,-13.214,1,0.0279,100.577,3,0.174,0
0.108,0.193,190333,0.5,0.0067,7,0.332,-9.903,1,0.0381,207.639,3,0.354,0
0.084,0.441,252240,0.745,2.22e-05,2,0.136,-8.623,0,0.0741,105.191,4,0.368,0
0.0992,0.401,230533,0.644,0.000179,2,0.231,-8.608,1,0.0439,211.261,3,0.714,0
0.0548,0.57,300147,0.554,0,9,0.139,-9.732,0,0.0288,122.135,4,0.372,0
0.00472,0.488,265560,0.871,0.000776,7,0.676,-9.447,1,0.0781,118.986,4,0.518,0
0.153,0.31,250681,0.597,0,11,0.0985,-5.536,1,0.0333,126.31,4,0.171,0
0.00058,0.521,362373,0.957,0,4,0.36,-4.114,1,0.0514,101.975,4,0.485,0
0.012,0.436,325240,0.898,0.163,4,0.151,-3.052,0,0.0443,131.994,4,0.334,0
0.00229,0.449,327778,0.946,0,4,0.235,-4.619,0,0.175,131.038,4,0.278,0
0.0822,0.517,370320,0.833,1.1e-06,10,0.236,-4.746,0,0.043,98.009,4,0.153,0
0.215,0.633,342883,0.748,0.000602,11,0.312,-8.032,1,0.0377,124.025,4,0.322,0
0.0199,0.522,295515,0.861,0,4,0.17,-5.362,1,0.0478,118.61,4,0.397,0
0.00696,0.472,301519,0.923,0,2,0.125,-4.222,0,0.0675,104.985,4,0.642,0
0.104,0.351,287408,0.598,1.93e-06,11,0.139,-6.036,1,0.0298,128.256,4,0.296,0
0.000385,0.52,444000,0.991,0.887,4,0.165,-5.853,1,0.0534,145.002,4,0.691,0
0.00429,0.421,307040,0.665,0,9,0.129,-6.684,1,0.0283,80.047,4,0.222,0
0.0864,0.416,259627,0.716,0,9,0.926,-6.753,0,0.0373,74.982,4,0.294,0
0.0379,0.401,277707,0.779,0,11,0.795,-6.463,1,0.044,141.99,4,0.269,0
0.00126,0.409,343653,0.787,0,9,0.927,-6.237,1,0.0345,87.048,4,0.188,0
0.123,0.209,275613,0.685,4.99e-06,7,0.939,-6.661,1,0.038,90.014,4,0.0963,0
0.00676,0.45,223707,0.621,0,6,0.952,-6.994,0,0.0314,94.984,4,0.131,0
0.112,0.231,307320,0.546,0,5,0.676,-6.776,1,0.0288,81.024,4,0.204,0
0.0299,0.318,343640,0.708,0,9,0.734,-6.593,1,0.0354,155.924,4,0.27,0
0.00156,0.329,120760,0.756,0.825,11,0.217,-7.802,1,0.0377,141.968,4,0.0385,0
0.11,0.374,359653,0.709,0,2,0.975,-6.585,1,0.036,147.988,4,0.394,0
0.986,0.619,108750,0.294,0.959,5,0.0958,-17.999,1,0.108,98.735,4,0.63,0
0.977,0.665,125750,0.294,0.903,7,0.106,-16.338,0,0.0602,115.028,4,0.661,0
0.994,0.68,94897,0.107,0.945,5,0.0895,-18.654,1,0.226,98.9,4,0.535,0
0.99,0.58,135000,0.108,0.967,3,0.164,-17.69,1,0.165,92.261,4,0.608,0
0.993,0.567,90479,0.247,0.943,7,0.133,-17.959,1,0.143,119.087,3,0.685,0
0.994,0.566,70131,0.177,0.936,2,0.138,-18.11,1,0.124,93.274,4,0.338,0
0.986,0.605,138500,0.191,0.92,7,0.113,-16.739,0,0.122,99.281,4,0.766,0
0.974,0.654,108000,0.202,0.828,5,0.0821,-16.628,1,0.0893,100.017,4,0.419,0
0.992,0.484,95332,0.165,0.843,5,0.136,-16.813,1,0.0904,88.505,4,0.27,0
0.975,0.524,141750,0.164,0.911,0,0.099,-17.232,0,0.0577,103.695,4,0.214,0
0.283,0.421,282090,0.511,1.06e-06,2,0.634,-8.343,1,0.0303,145.82,4,0.248,0
0.322,0.584,237865,0.807,0,2,0.672,-6.544,0,0.0906,79.854,4,0.684,0
0.199,0.587,362278,0.676,5.51e-06,9,0.705,-8.122,0,0.0568,96.928,4,0.439,0
0.163,0.328,292989,0.903,0,2,0.683,-5.92,1,0.0536,197.975,4,0.614,0
0.108,0.435,354625,0.671,0,2,0.12,-6.786,1,0.0351,145.815,4,0.355,0
0.822,0.172,293129,0.277,0,11,0.6,-10.051,1,0.0331,73.076,4,0.243,0
0.162,0.744,193986,0.528,0.816,1,0.0525,-25.592,1,0.0541,151.997,4,0.961,0
8.09e-06,0.605,250489,0.0123,0.956,1,0.0301,-31.232,1,0.434,179.837,4,0.311,0
0.0693,0.718,234137,0.335,0.811,1,0.0651,-25.907,1,0.0535,160.018,4,0.964,0
0.21,0.555,131188,0.159,0.578,0,0.227,-18.823,1,0.0377,134.038,4,0.121,0
0.41,0.802,142081,0.408,0.871,11,0.0675,-20.958,1,0.0468,109.969,4,0.325,0
0.793,0.791,142238,0.078,0.856,0,0.0995,-23.139,1,0.0316,100.001,4,0.199,0
0.000815,0.57,145738,0.0065,0.941,5,0.0539,-30.931,0,0.0478,102.116,4,0.248,0
0.025,0.733,124553,0.0627,0.949,1,0.0824,-27.737,1,0.23,136.287,4,0.657,0
0.0105,0.775,135550,0.112,0.913,6,0.0709,-31.335,0,0.172,114.045,4,0.747,0
0.952,0.588,123691,0.157,0.324,0,0.103,-21.326,1,0.0508,96.035,4,0.423,0
0.966,0.0796,419760,0.0751,0.913,2,0.0933,-19.915,1,0.0454,81.9,4,0.0372,0
0.954,0.406,371480,0.579,0.951,0,0.602,-20.707,1,0.117,89.989,4,0.246,0
0.971,0.258,368693,0.769,0.918,10,0.511,-19.111,1,0.14,97.892,4,0.227,0
0.928,0.367,367027,0.574,0.951,1,0.784,-20.633,1,0.138,172.055,4,0.301,0
0.951,0.29,364827,0.479,0.948,0,0.77,-20.103,1,0.109,105.246,4,0.279,0
0.99,0.231,385320,0.104,0.954,5,0.105,-19.88,1,0.0379,132.328,4,0.039,0
0.954,0.436,370920,0.533,0.934,0,0.313,-22.853,0,0.0979,81.984,3,0.347,0
0.752,0.221,262733,0.346,0.817,7,0.118,-13.869,1,0.0324,111.539,3,0.281,0
0.106,0.34,275320,0.397,0.000214,10,0.0773,-14.293,0,0.03,103.837,3,0.19,0
0.955,0.137,384160,0.697,0.941,8,0.886,-19.563,0,0.273,56.568,4,0.0373,0
0.973,0.299,154280,0.0259,0.948,0,0.13,-19.338,1,0.0371,107.102,3,0.0399,0
0.968,0.246,88067,0.229,0.947,0,0.113,-15.106,1,0.0499,80.76,3,0.178,0
0.987,0.413,114133,0.059,0.96,2,0.11,-14.019,1,0.0872,164.591,4,0.488,0
0.846,0.449,309493,0.357,0.0238,1,0.104,-10.564,0,0.0298,99.038,4,0.101,0
0.908,0.13,147813,0.284,0.952,7,0.106,-15.02,1,0.0486,73.843,4,0.0391,0
0.976,0.233,78747,0.227,0.961,9,0.125,-12.999,0,0.0393,123.843,1,0.0818,0
0.675,0.496,255267,0.295,0.106,7,0.0912,-11.536,1,0.029,112.068,4,0.376,0
0.875,0.56,101867,0.307,0.964,7,0.186,-16.476,0,0.0368,79.977,3,0.319,0
0.706,0.68,235213,0.36,0.0165,0,0.0735,-13.884,1,0.0323,115.046,4,0.522,0
0.288,0.476,253360,0.493,0,0,0.0847,-8.902,1,0.03,133.85,4,0.325,0
0.187,0.388,927653,0.455,0.872,0,0.109,-13.659,0,0.0296,99.366,4,0.0555,0
0.565,0.376,451480,0.413,0.885,8,0.115,-16.241,1,0.032,106.381,4,0.134,0
0.00552,0.273,524787,0.811,0.846,9,0.0982,-7.42,0,0.0339,117.439,4,0.109,0
0.377,0.607,255240,0.405,0.844,8,0.115,-17.671,1,0.0239,103.105,4,0.537,0
0.0416,0.38,909693,0.396,0.801,0,0.109,-13.094,0,0.031,114.779,4,0.0395,0
0.0737,0.404,313432,0.404,0.946,9,0.185,-9.782,0,0.0539,86.913,4,0.134,0
0.97,0.229,120013,0.217,0.461,6,0.0744,-11.581,0,0.0396,71.584,4,0.0812,0
0.337,0.176,325853,0.515,0.831,11,0.177,-10.6,0,0.0385,87.29,4,0.0346,0
0.00168,0.153,792173,0.627,0.802,9,0.15,-7.37,1,0.0347,134.717,4,0.0489,0
0.0803,0.226,642507,0.472,0.862,2,0.111,-9.536,0,0.0322,113.29,4,0.0432,0
0.989,0.262,170000,0.0673,0.934,7,0.102,-22.278,1,0.0377,181.683,3,0.303,0
0.989,0.307,245987,0.0588,0.493,6,0.094,-21.09,1,0.0408,80.665,1,0.137,0
0.968,0.255,155560,0.115,0.000291,2,0.101,-17.716,0,0.0449,84.423,4,0.201,0
0.985,0.333,152507,0.0503,0.0448,0,0.105,-18.078,0,0.0349,81.478,4,0.326,0
0.936,0.546,106440,0.242,0.0258,0,0.164,-11.625,1,0.0404,120.968,4,0.675,0
0.959,0.574,157147,0.0678,0.128,5,0.0822,-18.216,1,0.0337,82.339,3,0.331,0
0.977,0.611,83640,0.375,0.00017,3,0.264,-14.329,1,0.0511,99.767,1,0.415,0
0.986,0.512,94453,0.135,1.53e-06,7,0.0671,-16.707,1,0.059,76.81,4,0.603,0
0.986,0.353,141907,0.0922,0.0233,0,0.108,-17.298,1,0.0329,102.193,4,0.346,0
0.949,0.373,226520,0.0817,0.178,2,0.102,-17.757,1,0.0332,72.125,3,0.141,0
0.436,0.684,250000,0.486,9.77e-05,2,0.12,-12.521,1,0.0385,115.076,4,0.826,0
0.23,0.547,303200,0.58,0.00877,2,0.0569,-13.415,0,0.0293,109.827,4,0.505,0
0.455,0.399,258467,0.687,0.027,7,0.815,-12.733,1,0.0568,131.65,4,0.839,0
0.169,0.397,173267,0.423,9.58e-05,11,0.0957,-14.027,0,0.0278,88.462,4,0.49,0
0.523,0.619,166600,0.409,5.67e-06,2,0.327,-15.683,1,0.0305,106.258,4,0.651,0
0.0682,0.521,166360,0.401,1.86e-06,2,0.045,-13.186,1,0.0683,105.835,4,0.304,0
0.48,0.409,489717,0.621,0.0144,0,0.911,-9.092,1,0.0465,137.412,3,0.259,0
0.461,0.593,167840,0.555,9.96e-05,7,0.084,-14.291,1,0.038,106.04,4,0.771,0
0.14,0.517,367680,0.594,0.000455,5,0.725,-8.356,1,0.0352,80.561,4,0.428,0
0.349,0.563,151533,0.483,1.12e-06,4,0.221,-11.02,0,0.0407,124.209,4,0.851,0
0.443,0.482,183430,0.36,0.629,9,0.119,-8.323,1,0.0675,180.131,4,0.0286,0
0.0213,0.704,170588,0.979,0.829,8,0.138,-1.699,1,0.156,102.017,4,0.52,0
0.0738,0.561,204255,0.619,0.553,7,0.0695,-4.624,1,0.0557,93.99,4,0.0632,0
0.0281,0.675,192000,0.846,0.715,5,0.126,-3.985,0,0.147,170.012,4,0.137,0
0.0602,0.57,213723,0.966,5.88e-06,10,0.535,-3.97,1,0.438,136.966,4,0.0486,0
0.00187,0.551,225882,0.94,0.691,2,0.301,-3.972,1,0.214,169.997,4,0.0642,0
0.00214,0.828,196963,0.758,0.918,8,0.138,-8.985,1,0.287,94.041,4,0.0389,0
0.000447,0.608,138868,0.616,0.478,2,0.0961,-7.879,1,0.0527,149.855,4,0.0714,0
0.0065,0.659,201566,0.918,0.675,1,0.13,-3.628,1,0.143,150.031,4,0.322,0
0.126,0.596,184457,0.973,0.838,10,0.201,-2.992,1,0.086,137.92,4,0.422,0
0.914,0,73887,0.475,0.851,9,0.315,-21.019,0,0,0,0,0,0
0.996,0.303,73887,0.0717,0.00105,7,0.108,-19.072,1,0.0875,136.153,4,0.0375,0
0.996,0.454,73887,0.268,0.128,7,0.108,-19.082,1,0.0788,149.926,4,0.0664,0
0.127,0,93452,6.19e-05,0.999,9,0.718,-18.685,1,0,0,0,0,0
0,0,73887,0,0,0,0,-18.975,0,0,0,0,0,0
0.996,0,73887,0.445,0.973,7,0.107,-19.112,1,0,0,0,0,0
0.92,0.0764,599005,0.683,0.838,3,0.376,-6.265,0,0.0811,171.717,4,0.0172,0
1.17e-06,0.168,599005,0.912,0.844,3,0.406,-9.028,1,0.0877,121.613,3,0.028,0
0.00261,0,2777325,2.01e-05,0.954,1,0.316,-12.309,1,0,0,0,0,0
0.127,0,93452,6.19e-05,0.999,9,0.718,-18.685,1,0,0,0,0,0
0.255,0.729,232377,0.471,0,7,0.11,-12.259,1,0.255,127.889,4,0.394,0
0.0376,0.713,238495,0.951,0.000149,7,0.439,-2.235,1,0.247,149.919,4,0.628,0
0.337,0.653,219067,0.417,0,7,0.141,-6.575,1,0.0256,86.882,4,0.539,0
0.642,0.64,221747,0.58,0,0,0.218,-4.728,1,0.0344,120.07,4,0.362,0
0.199,0.62,219733,0.82,0,7,0.0894,-4.316,1,0.141,173.807,4,0.652,0
0.362,0.698,242258,0.8,0.00305,3,0.254,-10.086,1,0.254,120.281,4,0.875,0
0.0696,0.608,225977,0.741,0,0,0.0596,-5.122,1,0.0581,162.638,4,0.927,0
0.191,0.626,178667,0.782,0,9,0.11,-4.422,0,0.0662,180.085,4,0.837,0
0.637,0.758,236905,0.701,6.26e-06,4,0.298,-7.441,0,0.0573,147.933,4,0.851,0
0.28,0.673,214293,0.813,0,2,0.076,-4.104,1,0.218,198.129,4,0.693,0
0.172,0.649,252996,0.932,0,10,0.229,-1.91,0,0.183,103.152,4,0.765,0
0.0128,0.806,208029,0.717,0.876,1,0.46,-10.48,1,0.0929,120.035,4,0.415,0
0.102,0.726,252891,0.656,2.06e-06,10,0.245,-10.282,0,0.138,103.121,4,0.765,0
0.000418,0.535,304549,0.746,0.113,7,0.0326,-9.293,1,0.0377,109.978,4,0.567,0
0.241,0.863,183226,0.706,0,6,0.12,-5.021,0,0.33,93.001,4,0.599,0
0.000156,0.653,367576,0.662,0.727,9,0.0615,-8.553,0,0.0433,128.002,4,0.165,0
0.00352,0.725,276249,0.898,0.0625,7,0.12,-7.16,1,0.0353,126.975,4,0.891,0
0.439,0.495,268887,0.46,6.22e-05,2,0.108,-12.211,1,0.031,105.026,4,0.0526,0
0.0042,0.671,333723,0.653,0.000787,2,0.321,-6.988,0,0.198,128.389,4,0.15,0
0.166,0.725,227030,0.959,0,10,0.31,-2.767,0,0.0866,103.501,4,0.81,0
2.15e-05,0.593,187667,0.955,0.661,8,0.31,-8.367,1,0.0322,138.978,4,0.355,0
5.93e-05,0.601,190707,0.979,0.000156,6,0.388,-7.733,1,0.0363,140.282,4,0.578,0
0.000817,0.627,202040,0.971,3.69e-06,9,0.265,-7.454,0,0.0378,137.956,4,0.628,0
4.31e-05,0.554,219440,0.969,0.818,8,0.366,-8.454,1,0.0405,134.961,4,0.506,0
0.00671,0.668,239160,0.879,0.667,11,0.262,-7.69,0,0.0332,136.006,4,0.556,0
0.000127,0.578,202200,0.994,0.0279,11,0.36,-7.966,0,0.041,139.999,4,0.831,0
0.000282,0.552,201067,0.996,0.0042,3,0.278,-7.006,0,0.0365,139.935,4,0.556,0
6.44e-05,0.532,207160,0.961,0.000913,1,0.337,-7.728,1,0.0456,135.008,4,0.423,0
0.0671,0.714,198667,1.0,0.821,0,0.303,-7.109,0,0.053,134.974,4,0.286,0
0.000101,0.68,254467,0.948,0.821,0,0.377,-9.527,1,0.0363,134.971,4,0.603,0
0.0208,0.769,247455,0.825,0.00228,0,0.11,-3.694,1,0.0985,128.017,4,0.421,0
0.00148,0.676,208088,0.681,0.000734,0,0.239,-5.726,1,0.034,115.988,4,0.448,0
0.159,0.684,184805,0.753,0.0252,11,0.184,-5.836,1,0.036,124.999,4,0.626,0
0.000452,0.817,217500,0.922,0.869,6,0.283,-3.183,0,0.132,128.024,4,0.437,0
0.0796,0.85,315015,0.635,0.00228,1,0.0536,-5.16,0,0.439,128.091,4,0.395,0
0.186,0.718,219273,0.809,2.31e-05,11,0.374,-4.531,1,0.0394,109.994,4,0.422,0
0.000931,0.706,203394,0.937,0.372,6,0.545,-4.975,0,0.0385,125.023,4,0.533,0
0.00035,0.813,232500,0.883,0.374,11,0.358,-5.266,0,0.159,128.009,4,0.415,0
0.0185,0.698,285714,0.834,6.62e-05,5,0.0919,-3.874,1,0.0714,126.023,4,0.492,0
0.0101,0.632,210000,0.933,0.166,1,0.0875,-3.7,1,0.0491,127.958,4,0.123,0
0.02,0.548,226000,0.771,0.0588,11,0.0828,-4.631,0,0.0347,103.939,4,0.328,0
0.0548,0.752,280000,0.623,0.915,4,0.102,-5.793,0,0.0486,155.983,4,0.686,0
0.00103,0.623,234381,0.726,0.113,9,0.666,-6.485,1,0.0726,154.959,4,0.711,0
0.00696,0.566,145331,0.696,0.00288,7,0.753,-7.349,1,0.0437,88.026,4,0.526,0
0.141,0.578,297162,0.622,0.709,4,0.092,-7.979,1,0.0496,154.899,4,0.571,0
0.0725,0.468,193378,0.761,0.637,0,0.197,-8.155,1,0.0514,129.954,4,0.3,0
0.144,0.369,237479,0.54,0.316,4,0.0992,-10.088,1,0.0526,179.821,3,0.29,0
0.257,0.652,198368,0.458,0.825,7,0.0786,-7.371,1,0.025,113.98,4,0.335,0
0.115,0.619,175870,0.854,0.718,11,0.294,-7.493,0,0.0311,130.012,4,0.971,0
0.57,0.757,141852,0.703,7.45e-05,4,0.0769,-6.666,1,0.0366,114.064,4,0.823,0
0.268,0.675,184915,0.861,0,5,0.262,-6.981,0,0.336,135.354,4,0.704,0
0.523,0.86,202475,0.524,5.92e-06,1,0.106,-7.361,1,0.323,114.994,4,0.0777,0
0.328,0.805,200882,0.591,1.59e-06,2,0.0996,-7.215,1,0.23,114.725,4,0.601,0
0.152,0.677,215596,0.684,0,7,0.244,-9.196,1,0.114,117.89,4,0.702,0
0.17,0.688,209908,0.735,0,5,0.137,-6.632,1,0.128,124.062,4,0.356,0
0.177,0.599,252911,0.582,0,7,0.105,-8.701,1,0.441,133.532,3,0.265,0
0.293,0.545,181368,0.75,0,0,0.388,-5.51,1,0.278,90.524,4,0.782,0
0.396,0.432,177285,0.536,0,7,0.0805,-8.959,1,0.242,86.657,5,0.295,0
0.487,0.685,191281,0.747,0,5,0.448,-8.27,1,0.253,127.447,4,0.719,0
0.111,0.654,248751,0.844,0,11,0.122,-5.349,1,0.168,119.928,4,0.534,0
0.019,0.595,225680,0.865,0,7,0.412,-1.539,1,0.0422,163.826,4,0.376,0
0.00255,0.438,240800,0.805,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564,0
0.00876,0.533,170813,0.905,0.578,2,0.0698,-5.27,1,0.0754,108.9,4,0.486,0
0.00603,0.346,210160,0.768,0.38,9,0.0244,-5.695,1,0.0377,169.492,4,0.532,0
0.181,0.515,145747,0.534,0.00278,6,0.0547,-8.045,1,0.0768,70.776,4,0.426,0
0.48,0.214,313373,0.91,0.00839,8,0.0517,-6.662,1,0.389,175.561,4,0.447,0
0.348,0.499,200733,0.495,0.0286,5,0.2,-10.508,1,0.0501,80.086,4,0.339,0
0.0285,0.568,301520,0.898,0.0787,8,0.484,-8.833,0,0.0862,110.824,4,0.833,0
0.0751,0.507,198773,0.847,0.237,1,0.372,-5.987,0,0.0411,98.096,4,0.566,0
0.308,0.435,183427,0.847,0.384,8,0.0888,-9.434,1,0.0509,140.868,4,0.927,0
0.504,0.461,168920,0.714,0.0171,11,0.684,-9.159,0,0.313,94.372,4,0.454,0
0.25,0.549,434720,0.722,0.0138,11,0.11,-11.729,0,0.0283,103.885,4,0.716,0
0.2,0.421,145867,0.751,0,9,0.17,-9.584,1,0.0472,89.839,4,0.789,0
0.369,0.413,429760,0.725,2.16e-05,3,0.0905,-5.787,0,0.0324,124.618,4,0.44,0
0.685,0.699,130173,0.467,0,4,0.315,-8.578,0,0.0375,119.287,4,0.764,0
0.337,0.612,243827,0.634,4.6e-05,9,0.147,-8.212,1,0.0319,121.059,4,0.904,0
0.0573,0.564,198467,0.587,0.00485,4,0.0416,-7.393,0,0.0316,147.462,4,0.966,0
0.0817,0.354,471160,0.731,0.00119,2,0.115,-9.178,1,0.0381,170.64,4,0.698,0
0.332,0.684,195107,0.698,5.16e-06,9,0.122,-6.219,1,0.041,132.846,4,0.839,0
0.16,0.646,178773,0.725,0.00324,0,0.345,-7.457,1,0.0372,112.62,4,0.813,0
0.33,0.679,213000,0.443,0,9,0.0533,-7.376,1,0.0394,115.843,4,0.609,0
0.675,0.719,112588,0.263,1.19e-05,4,0.103,-15.587,1,0.0415,74.186,4,0.854,0
0.923,0.435,146181,0.238,0.0612,0,0.135,-14.704,1,0.0298,83.495,4,0.412,0
0.897,0.572,142707,0.13,4.68e-06,6,0.114,-17.477,0,0.0499,139.751,4,0.509,0
0.829,0.571,148584,0.138,0.203,9,0.156,-16.309,1,0.0327,120.167,4,0.348,0
0.857,0.593,128993,0.175,2.67e-05,9,0.108,-15.579,0,0.0365,77.628,3,0.455,0
0.829,0.466,133538,0.229,0.00144,10,0.13,-15.607,1,0.032,86.143,4,0.482,0
0.227,0.607,140931,0.322,0.000974,2,0.141,-13.651,1,0.0288,132.973,4,0.721,0
0.197,0.432,199236,0.25,8.97e-06,4,0.1,-12.094,1,0.0308,137.45,3,0.306,0
0.848,0.46,210547,0.211,1.9e-05,7,0.107,-14.483,1,0.03,135.652,4,0.261,0
0.947,0.459,171912,0.305,0.017,2,0.113,-12.346,1,0.0378,125.845,4,0.28,0
0.136,0.351,207040,0.919,0.000785,9,0.937,-6.536,1,0.105,190.402,4,0.888,0
1.96e-05,0.55,238281,0.932,0.0518,6,0.213,-4.576,0,0.061,109.979,4,0.392,0
0.000219,0.808,376000,0.776,0.798,7,0.072,-5.419,1,0.175,129.982,4,0.458,0
3.64e-05,0.427,329298,0.975,0.832,10,0.174,-2.775,0,0.0989,169.92,4,0.379,0
5.48e-05,0.301,263121,0.971,0.524,2,0.288,-0.933,1,0.0801,113.333,5,0.28,0
0.000171,0.478,293832,0.985,0.667,2,0.0326,1.197,1,0.0639,174.975,4,0.566,0
0.00046,0.367,290087,0.982,7.97e-05,5,0.126,-3.004,1,0.395,171.825,4,0.534,0
0.00131,0.277,244000,0.832,0.101,7,0.116,-5.591,1,0.17,144.977,4,0.336,0
5.44e-05,0.398,226062,0.99,0.43,11,0.137,0.143,0,0.0924,170.005,4,0.289,0
0.000396,0.568,276004,0.986,0.0927,6,0.29,-2.651,1,0.237,170.052,4,0.528,0
0.000176,0.655,312000,0.669,0.551,6,0.0872,-6.688,0,0.0734,127.978,4,0.248,0
0.0112,0.633,257320,0.736,0.726,9,0.0879,-8.557,0,0.0368,97.054,4,0.0801,0
0.458,0.641,362984,0.645,0.827,0,0.108,-8.916,1,0.0282,124.993,4,0.406,0
0.0349,0.642,314000,0.809,0.442,0,0.132,-7.91,0,0.0403,120.019,4,0.683,0
0.815,0.724,181673,0.48,0.926,0,0.0878,-12.727,1,0.05,115.022,4,0.453,0
0.483,0.367,309701,0.779,0.857,9,0.108,-10.823,0,0.0579,99.986,4,0.0442,0
0.27,0.693,288717,0.252,0.134,4,0.403,-13.655,0,0.0678,128.06,4,0.459,0
0.212,0.687,306000,0.574,0.913,11,0.105,-12.843,0,0.0531,120.052,4,0.604,0
0.42,0.714,350176,0.731,0.889,9,0.384,-10.795,0,0.0849,121.955,4,0.392,0
0.00375,0.569,340010,0.972,0.939,6,0.098,-7.841,0,0.0473,120.013,4,0.18,0
