acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre_class
0.0291,0.835,274831,0.344,0.739,4,0.0779,-18.939,0,0.0815,128.005,4,0.243,0
0.715,0.439,292680,0.789,0.0184,11,0.799,-9.002,0,0.0785,133.991,4,0.456,0
0.55,0.805,162453,0.615,0,4,0.34,-7.992,1,0.117,132.996,4,0.573,0
0.692,0.416,288493,0.736,0,9,0.184,-6.474,0,0.0453,130.986,4,0.381,0
0.224,0.849,194400,0.583,9.14e-06,11,0.146,-10.542,0,0.0765,125.008,4,0.938,0
0.713,0.589,216200,0.478,0,2,0.342,-9.622,1,0.0335,116.709,4,0.757,0
0.119,0.751,255453,0.745,1.93e-06,11,0.0447,-9.764,0,0.0313,124.826,4,0.962,0
0.819,0.425,185587,0.542,0,2,0.104,-11.704,1,0.0292,145.863,4,0.466,0
0.579,0.58,182733,0.618,0,4,0.132,-8.666,0,0.0577,126.664,4,0.696,0
0.654,0.502,226000,0.584,0,4,0.159,-8.634,1,0.0871,165.029,4,0.637,0
0.67,0.664,247160,0.735,2.07e-05,4,0.145,-9.513,1,0.0288,126.732,4,0.583,0
0.725,0.652,199187,0.511,0,7,0.46,-10.185,1,0.0284,94.929,4,0.963,0
0.242,0.636,212920,0.412,0.00735,11,0.0903,-9.891,0,0.0961,80.4,4,0.322,0
0.377,0.463,202373,0.278,0.0068,4,0.119,-12.384,1,0.0283,141.594,3,0.275,0
0.0774,0.451,310571,0.622,0.0172,5,0.977,-8.58,1,0.0418,81.292,4,0.199,0
0.258,0.598,192467,0.411,0.0778,9,0.099,-11.403,1,0.0382,158.056,4,0.481,0
0.133,0.445,246947,0.557,0.0155,4,0.0779,-8.461,1,0.0255,158.701,4,0.498,0
0.0361,0.483,228280,0.877,2.85e-05,7,0.156,-7.37,1,0.0387,146.666,4,0.69,0
0.0216,0.602,283571,0.778,0.00268,0,0.313,-8.517,1,0.0274,115.687,4,0.783,0
0.0465,0.422,235267,0.46,0.000907,0,0.294,-9.99,1,0.0272,126.216,4,0.126,0
0.234,0.502,296027,0.413,0.00893,7,0.087,-11.158,1,0.0268,104.991,4,0.188,0
0.296,0.439,283560,0.458,0.00774,4,0.0754,-10.249,1,0.0268,139.439,4,0.56,0
0.00124,0.852,226289,0.723,0.814,10,0.092,-9.681,0,0.0643,128.003,4,0.491,0
0.0109,0.587,237600,0.732,1.92e-06,3,0.701,-5.079,1,0.0504,124.847,4,0.568,0
0.0226,0.74,149709,0.812,1.14e-05,0,0.0807,-5.874,1,0.0965,102.98,4,0.589,0
0.00189,0.768,175000,0.842,0.000347,1,0.126,-4.169,1,0.383,99.908,4,0.734,0
0.00119,0.873,193349,0.869,0.0604,11,0.329,-6.261,1,0.107,111.999,4,0.823,0
0.00241,0.766,248897,0.972,0.817,7,0.385,-4.29,1,0.0918,145.015,4,0.512,0
0.0186,0.713,191600,0.928,0.665,1,0.204,-4.572,1,0.102,150.027,4,0.577,0
0.00237,0.705,236400,0.979,0.009,10,0.183,-4.665,0,0.107,100.0,4,0.342,0
0.00889,0.763,170400,0.929,0.614,1,0.0908,-6.081,0,0.0635,100.015,4,0.423,0
0.046,0.605,181431,0.792,0.846,0,0.113,-7.148,1,0.0354,140.061,4,0.53,0
0.00269,0.541,520000,0.946,0.828,1,0.109,-6.289,1,0.0485,139.99,4,0.208,0
1.87e-05,0.53,487500,0.943,0.798,11,0.341,-7.422,0,0.0592,139.955,4,0.16,0
6.08e-05,0.525,531879,0.96,0.923,8,0.329,-6.098,1,0.0705,139.988,4,0.178,0
0.0152,0.649,400858,0.674,0.135,0,0.0646,-7.881,0,0.036,133.993,4,0.33,0
0.000152,0.419,495971,0.998,0.864,7,0.663,-6.065,1,0.12,139.987,4,0.0685,0
0.000782,0.501,533913,0.968,0.898,7,0.457,-6.745,1,0.0614,137.975,4,0.0665,0
0.00123,0.59,563478,0.796,0.923,8,0.695,-8.047,1,0.0489,136.004,4,0.0384,0
8.32e-05,0.572,561739,0.9,0.808,1,0.574,-7.311,1,0.0624,139.95,4,0.231,0
0.000145,0.43,486496,0.986,0.911,7,0.266,-4.721,0,0.0712,138.0,4,0.0643,0
0.000142,0.568,398227,0.876,0.836,0,0.28,-7.174,1,0.0415,131.967,4,0.162,0
0.367,0.475,206267,0.322,0.00056,7,0.11,-10.687,1,0.0283,93.503,4,0.387,0
0.00316,0.483,323000,0.786,8.86e-05,7,0.446,-5.735,1,0.0319,126.748,4,0.793,0
0.00199,0.406,205667,0.683,1.29e-05,0,0.383,-6.593,1,0.0327,126.737,4,0.821,0
0.0889,0.687,190760,0.59,0.000173,5,0.171,-5.204,1,0.0367,136.232,4,0.653,0
0.00206,0.328,358467,0.851,0.00374,6,0.722,-7.656,0,0.063,96.648,4,0.511,0
0.00448,0.496,344507,0.72,2.38e-05,7,0.279,-6.383,1,0.0398,126.67,4,0.764,0
0.127,0.556,208667,0.781,0,10,0.325,-5.535,0,0.0435,118.016,4,0.926,0
0.202,0.641,207787,0.631,1.62e-06,2,0.0674,-8.708,0,0.0329,118.127,4,0.248,0
0.0659,0.149,287933,0.664,8.85e-06,8,0.115,-5.913,0,0.0336,171.877,4,0.197,0
0.018,0.429,386667,0.73,0.000373,9,0.218,-6.173,0,0.0359,106.293,4,0.554,0
0.0309,0.599,251255,0.86,0.000349,9,0.573,-7.366,1,0.0554,143.015,4,0.498,0
0.000216,0.445,231308,0.821,7.65e-06,9,0.0754,-7.281,1,0.0325,147.969,4,0.301,0
0.0262,0.617,220555,0.771,5.98e-05,7,0.0993,-8.349,1,0.037,119.95,4,0.344,0
0.00255,0.566,180598,0.831,3.13e-05,6,0.22,-4.743,0,0.051,138.023,4,0.531,0
0.00111,0.508,257160,0.773,3.08e-05,4,0.12,-6.366,0,0.0342,120.927,4,0.561,0
0.0167,0.487,218360,0.824,0,7,0.246,-6.048,1,0.0604,151.929,4,0.525,0
0.729,0.426,187726,0.646,0.0066,9,0.114,-5.291,0,0.0349,79.013,4,0.093,0
0.656,0.504,331238,0.389,0,0,0.0771,-11.176,1,0.0262,100.946,4,0.371,0
0.0875,0.4,223760,0.569,0,9,0.0836,-6.691,1,0.0324,126.937,4,0.28,0
0.0013,0.556,185491,0.792,0.0395,0,0.0992,-5.39,1,0.0634,130.03,4,0.368,0
0.785,0.243,485507,0.155,0.846,0,0.0978,-20.238,1,0.0341,99.189,4,0.105,0
0.643,0.121,584867,0.0216,0.886,1,0.19,-31.114,1,0.0436,95.824,3,0.0335,0
0.935,0.215,617880,0.0682,0.826,8,0.0765,-27.157,1,0.0463,113.762,3,0.0398,0
0.92,0.299,443973,0.11,0.764,5,0.0784,-26.061,0,0.0414,126.901,4,0.178,0
0.893,0.374,572400,0.0861,0.262,9,0.0468,-26.485,0,0.0456,129.839,3,0.183,0
0.955,0.154,984507,0.0749,0.394,4,0.0748,-26.122,1,0.0514,67.161,3,0.0664,0
0.947,0.173,315184,0.00781,0.236,9,0.109,-36.921,1,0.0423,124.328,4,0.0393,0
0.8,0.21,279756,0.0296,0.153,0,0.0515,-32.638,1,0.0373,112.545,4,0.181,0
0.84,0.154,210367,0.00285,0.000711,6,0.183,-40.086,1,0.0464,134.267,3,0.0313,0
0.928,0.306,259379,0.115,0.11,7,0.0949,-24.992,1,0.0369,130.083,4,0.177,0
0.969,0.82,179507,0.116,0.182,3,0.17,-15.182,1,0.0747,98.306,4,0.906,0
0.99,0.629,178133,0.0145,0.869,3,0.111,-23.168,1,0.0565,98.862,4,0.478,0
0.992,0.732,176507,0.0238,0.0451,5,0.148,-18.321,1,0.0757,94.833,4,0.487,0
0.986,0.879,179000,0.101,0.844,8,0.145,-19.779,1,0.103,98.473,4,0.909,0
0.993,0.706,174867,0.0294,0.376,5,0.147,-16.237,1,0.066,95.47,4,0.642,0
0.987,0.845,180960,0.0886,0.319,8,0.253,-19.691,1,0.155,97.475,4,0.884,0
0.983,0.847,182000,0.0938,0.676,10,0.109,-17.581,1,0.0768,96.676,4,0.883,0
0.975,0.431,173853,0.106,0.772,0,0.17,-14.51,1,0.0448,75.162,4,0.492,0
0.874,0.899,179933,0.189,1.89e-05,0,0.17,-13.497,1,0.0907,111.649,4,0.961,0
0.987,0.871,180160,0.109,0.788,0,0.18,-17.673,1,0.0958,111.696,4,0.936,0
0.951,0.773,167133,0.215,0.928,0,0.111,-15.697,0,0.0528,109.745,4,0.708,0
0.989,0.703,201360,0.109,0.888,0,0.107,-20.17,0,0.0465,100.273,4,0.734,0
0.984,0.718,195573,0.0959,0.92,2,0.147,-20.653,0,0.0502,121.688,4,0.545,0
0.978,0.713,182000,0.555,0.928,7,0.117,-9.828,0,0.0377,122.517,4,0.812,0
0.925,0.784,191000,0.184,0.835,0,0.106,-19.394,0,0.057,114.608,4,0.815,0
0.99,0.408,153500,0.262,0.937,10,0.163,-15.184,0,0.0646,72.171,5,0.733,0
0.976,0.652,201250,0.381,0.184,10,0.104,-12.828,1,0.0378,95.186,4,0.618,0
0.959,0.688,162000,0.534,0.904,5,0.256,-11.379,1,0.0442,115.531,4,0.879,0
0.889,0.645,195000,0.644,0.961,7,0.245,-10.814,0,0.0781,121.575,4,0.703,0
0.978,0.508,193000,0.238,0.585,7,0.175,-13.878,1,0.0671,185.483,4,0.618,0
0.991,0.0893,485760,0.0492,0.947,3,0.111,-28.614,1,0.0434,85.465,1,0.0323,0
0.991,0.187,215253,0.106,0.575,0,0.0835,-20.195,1,0.0389,124.157,4,0.0347,0
0.989,0.117,239133,0.0328,0.987,4,0.0819,-26.574,1,0.0376,66.387,3,0.0375,0
0.989,0.0849,378867,0.0199,0.778,1,0.0528,-30.645,1,0.0387,77.163,4,0.0323,0
0.991,0.18,243960,0.127,0.975,11,0.0942,-25.702,1,0.056,75.305,4,0.0314,0
0.993,0.136,352640,0.0728,0.805,1,0.284,-29.29,0,0.039,143.248,5,0.0312,0
0.989,0.0729,270867,0.0238,0.529,9,0.13,-29.396,1,0.0462,77.695,4,0.0319,0
0.987,0.11,251000,0.0129,0.0024,2,0.0883,-27.904,1,0.0414,81.784,4,0.0702,0
0.978,0.136,375680,0.0434,0.858,5,0.0802,-31.507,1,0.0443,61.193,4,0.0357,0
0.92,0.192,1093000,0.0375,0.0983,0,0.107,-26.315,1,0.0449,107.079,4,0.0374,0
0.943,0.697,190960,0.114,8.64e-05,5,0.117,-20.854,0,0.0607,98.134,4,0.557,0
0.972,0.664,192705,0.291,0.00548,2,0.0838,-12.23,1,0.0314,96.773,4,0.518,0
0.995,0.476,194351,0.0708,0.00912,9,0.147,-16.237,1,0.0541,145.089,3,0.495,0
0.985,0.468,188987,0.131,0,1,0.152,-16.027,1,0.0601,169.297,4,0.552,0
0.856,0.705,188187,0.228,0.00388,5,0.0376,-15.565,0,0.0465,99.748,4,0.801,0
0.964,0.552,178187,0.181,0,4,0.144,-18.876,0,0.0479,178.893,4,0.633,0
0.864,0.661,191973,0.255,0.000737,2,0.321,-13.286,1,0.0388,111.863,4,0.681,0
0.958,0.721,166373,0.181,0.383,3,0.12,-18.723,1,0.0861,106.872,4,0.727,0
0.993,0.579,193027,0.0542,0.0295,7,0.144,-19.676,0,0.0454,97.527,4,0.712,0
0.911,0.686,196907,0.322,0.0379,9,0.096,-9.722,1,0.0426,134.61,4,0.514,0
0.744,0.536,188867,0.42,0.000282,0,0.0344,-12.661,1,0.048,104.409,4,0.609,0
0.757,0.561,203000,0.667,0.000639,8,0.105,-14.945,1,0.203,133.198,4,0.477,0
0.0369,0.732,269173,0.79,0.118,2,0.0543,-4.346,1,0.0918,78.504,4,0.826,0
0.38,0.655,181144,0.597,0,0,0.11,-7.269,0,0.0912,110.01,4,0.219,0
0.0419,0.67,287333,0.565,0,11,0.235,-6.269,0,0.065,95.957,4,0.462,0
0.161,0.45,212533,0.718,2.14e-05,0,0.323,-4.035,0,0.256,131.978,4,0.715,0
0.872,0.447,329000,0.422,5.6e-06,1,0.102,-11.076,0,0.167,165.695,4,0.77,0
0.314,0.534,220814,0.578,0,0,0.215,-8.894,1,0.232,91.145,4,0.515,0
0.0103,0.617,303539,0.679,0,5,0.186,-9.0,1,0.247,89.036,4,0.545,0
0.487,0.538,119050,0.34,9.88e-06,8,0.196,-12.982,1,0.189,82.057,4,0.548,0
0.499,0.449,232467,0.524,4.55e-05,6,0.144,-3.468,0,0.158,80.373,4,0.564,0
0.0489,0.753,227880,0.744,0.00388,10,0.0673,-5.275,0,0.0546,143.03,4,0.449,0
0.0193,0.429,235373,0.564,0.000828,11,0.128,-6.784,1,0.0268,104.212,4,0.276,0
0.056,0.398,304213,0.57,0.00125,4,0.0606,-7.068,1,0.034,140.974,4,0.234,0
0.368,0.583,229240,0.602,0,11,0.22,-6.364,1,0.0274,74.008,4,0.388,0
0.309,0.604,289800,0.905,0.0632,4,0.0837,-7.059,0,0.0578,147.448,4,0.723,0
0.137,0.668,235667,0.76,0,7,0.0803,-6.831,1,0.034,114.378,4,0.61,0
0.448,0.584,283733,0.612,0,2,0.171,-5.833,1,0.0283,81.182,4,0.402,0
0.695,0.537,221827,0.417,1.86e-06,4,0.151,-7.209,1,0.0273,144.716,4,0.256,0
0.0233,0.482,253280,0.602,0,1,0.0517,-6.808,1,0.0278,77.1,4,0.356,0
0.645,0.564,202133,0.455,3.05e-06,0,0.0915,-11.615,1,0.0369,117.792,4,0.697,0
0.0376,0.765,550706,0.833,0.269,10,0.0824,-5.162,0,0.0875,126.426,4,0.837,0
0.948,0.125,168027,0.00812,0.115,5,0.225,-35.459,1,0.0397,82.068,4,0.165,0
0.778,0.18,317573,0.141,0.253,9,0.112,-18.329,0,0.0337,93.925,4,0.0919,0
0.621,0.16,553107,0.0669,0.653,1,0.147,-19.08,0,0.0391,79.487,3,0.0856,0
0.987,0.228,392333,0.0152,0.926,4,0.0706,-31.781,1,0.0352,88.818,4,0.0386,0
0.922,0.251,520995,0.15,0.766,5,0.0525,-16.932,1,0.0343,175.166,3,0.359,0
0.81,0.519,117093,0.348,0.577,0,0.0808,-17.851,1,0.0384,99.578,4,0.544,0
0.878,0.244,481955,0.289,0.935,1,0.0729,-16.12,1,0.0515,88.894,3,0.107,0
0.703,0.395,174200,0.312,0.853,0,0.1,-14.549,0,0.0414,102.858,4,0.386,0
0.911,0.0871,901000,0.187,0.882,4,0.153,-16.368,1,0.0387,75.507,4,0.0552,0
0.915,0.445,446667,0.247,0.908,10,0.0813,-17.803,1,0.0335,143.009,4,0.394,0
0.484,0.603,349147,0.771,0,1,0.373,-6.109,0,0.0556,127.989,4,0.255,0
0.0314,0.793,411573,0.955,3.23e-05,1,0.0356,-4.677,1,0.158,102.985,4,0.751,0
0.0497,0.731,240921,0.898,0.000874,7,0.0967,-3.482,1,0.174,89.994,4,0.677,0
0.00835,0.745,228192,0.773,0.00295,7,0.187,-7.537,1,0.218,89.812,4,0.63,0
0.0267,0.535,334013,0.893,0,1,0.475,-5.07,0,0.164,128.031,4,0.324,0
0.285,0.397,391360,0.965,0,5,0.384,-3.755,1,0.319,197.632,4,0.578,0
0.194,0.475,318933,0.554,1.81e-06,0,0.672,-8.033,1,0.0374,132.014,4,0.198,0
0.0192,0.606,217500,0.94,7.36e-06,1,0.643,-5.423,1,0.224,205.874,4,0.733,0
0.279,0.446,371280,0.553,7.5e-05,5,0.629,-6.074,1,0.029,119.991,4,0.192,0
0.113,0.606,311213,0.971,0,8,0.397,-4.447,1,0.0712,120.976,4,0.595,0
0.635,0.373,253980,0.401,0,2,0.115,-9.42,1,0.0299,80.419,3,0.185,0
0.654,0.254,296813,0.204,0.000471,0,0.0993,-17.097,1,0.0314,168.602,4,0.158,0
0.114,0.782,191056,0.647,0,10,0.0994,-9.161,1,0.0346,95.027,4,0.901,0
0.807,0.382,74187,0.536,0,8,0.172,-13.924,1,0.0504,91.256,4,0.597,0
0.014,0.378,149561,0.551,0,7,0.178,-7.244,0,0.0359,83.174,3,0.227,0
0.979,0.193,284320,0.0074,1.16e-05,1,0.0984,-31.26,1,0.0512,72.574,3,0.0347,0
0.98,0.123,144347,0.0303,0.000481,8,0.128,-26.405,1,0.0417,80.047,3,0.0714,0
0.943,0.569,90983,0.288,0,1,0.301,-11.47,0,0.0547,65.442,4,0.696,0
0.765,0.551,120627,0.358,4.17e-06,1,0.134,-18.056,1,0.622,144.527,4,0.133,0
0.499,0.717,209107,0.517,0,1,0.0357,-10.444,1,0.0349,99.008,4,0.769,0
0.0994,0.345,434520,0.659,0,5,0.731,-6.496,1,0.0492,123.38,3,0.267,0
0.344,0.581,326200,0.826,0,10,0.822,-6.674,0,0.0926,85.03,4,0.532,0
0.0485,0.566,407493,0.936,0,10,0.966,-6.726,0,0.0945,189.232,4,0.672,0
0.136,0.39,352493,0.952,1.22e-06,1,0.423,-4.359,1,0.144,142.093,4,0.548,0
0.0056,0.523,284813,0.684,0.000181,2,0.96,-8.572,1,0.0372,116.036,4,0.357,0
0.0211,0.607,343480,0.84,0,4,0.522,-5.349,1,0.0608,117.905,4,0.516,0
0.0296,0.592,235627,0.893,0,1,0.354,-5.496,1,0.264,137.936,4,0.639,0
0.123,0.414,420000,0.831,0,0,0.159,-9.081,1,0.106,200.701,4,0.728,0
0.0296,0.662,242973,0.889,0,1,0.873,-5.692,1,0.176,96.981,4,0.697,0
0.501,0.473,292772,0.894,0,8,0.335,-4.659,1,0.357,205.991,4,0.681,0
0.547,0.668,200986,0.837,0.000195,7,0.0947,-3.213,0,0.0366,86.999,4,0.826,0
0.094,0.718,250697,0.689,0.00363,6,0.0715,-5.947,0,0.0311,98.583,4,0.541,0
0.206,0.661,277264,0.73,7.76e-06,3,0.0957,-6.127,0,0.0315,95.018,4,0.828,0
0.165,0.779,273960,0.746,0,9,0.235,-3.272,1,0.0375,102.008,4,0.632,0
0.287,0.641,308715,0.81,0,2,0.121,-4.779,0,0.0261,103.426,4,0.859,0
0.056,0.737,233952,0.834,0.804,5,0.426,-3.526,0,0.0301,102.027,4,0.822,0
0.0257,0.753,248033,0.656,1.23e-05,9,0.101,-4.504,1,0.0351,91.351,4,0.724,0
0.0161,0.543,200516,0.643,0,2,0.0861,-6.007,1,0.0348,189.951,4,0.719,0
0.159,0.684,179515,0.83,0.787,6,0.105,-4.589,1,0.0317,90.017,4,0.841,0
0.0819,0.538,196049,0.735,0.000329,7,0.458,-5.31,1,0.0375,200.0,4,0.874,0
0.65,0.64,184467,0.275,0,6,0.167,-9.651,0,0.489,87.991,4,0.33,0
0.672,0.61,246519,0.518,0,1,0.115,-8.198,1,0.0335,132.987,4,0.64,0
0.846,0.776,178293,0.265,7.03e-05,4,0.108,-9.511,1,0.0432,118.926,4,0.221,0
0.895,0.595,370733,0.256,5.45e-05,4,0.111,-15.509,1,0.0545,78.343,4,0.457,0
0.553,0.781,152867,0.526,0.00142,10,0.0738,-11.076,1,0.117,105.463,4,0.694,0
0.464,0.71,315027,0.428,0,0,0.105,-9.301,1,0.0276,109.865,4,0.638,0
0.824,0.448,232629,0.297,4.88e-05,4,0.112,-12.761,1,0.0369,149.081,4,0.145,0
0.576,0.619,160314,0.504,5.88e-06,0,0.143,-9.736,1,0.0301,142.943,4,0.741,0
0.651,0.741,242907,0.365,8.78e-06,7,0.0901,-7.557,1,0.0275,110.314,4,0.617,0
0.676,0.621,286667,0.438,1.12e-05,0,0.104,-9.617,1,0.0354,122.867,4,0.318,0
0.797,0.635,305467,0.278,1.85e-06,4,0.0672,-12.551,1,0.203,133.517,4,0.626,0
0.817,0.119,1271947,0.0125,0.534,0,0.0871,-28.089,1,0.0371,79.742,4,0.0738,0
0.901,0.261,418293,0.405,0.00816,2,0.636,-15.529,1,0.0624,66.08,4,0.21,0
0.942,0.128,386667,0.284,0.901,0,0.288,-17.689,0,0.035,97.006,4,0.189,0
0.967,0.366,168040,0.198,0.00161,4,0.505,-23.397,0,0.0602,121.189,4,0.269,0
0.913,0.128,497800,0.0534,0.266,10,0.292,-24.091,1,0.0399,91.073,4,0.0447,0
0.769,0.331,258827,0.343,0.0235,8,0.843,-16.16,1,0.0749,71.8,3,0.074,0
0.862,0.134,1374000,0.126,0.854,1,0.162,-21.588,1,0.0399,71.089,3,0.037,0
0.841,0.266,144840,0.371,0.00398,6,0.125,-16.463,0,0.196,81.697,4,0.0362,0
0.866,0.38,160107,0.184,0.0164,2,0.182,-14.82,0,0.0406,135.796,3,0.575,0
0.793,0.146,2073693,0.0222,0.181,1,0.1,-25.567,1,0.0402,82.393,4,0.0372,0
0.00417,0.356,193653,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,4,0.607,1
0.028,0.705,191800,0.735,0.0783,11,0.112,-6.646,1,0.0931,132.627,4,0.448,1
0.00772,0.505,224333,0.833,7.9e-05,0,0.069,-4.632,1,0.0475,130.121,4,0.565,1
0.161,0.365,251267,0.466,6.68e-06,2,0.106,-7.514,1,0.0418,95.163,4,0.487,1
0.00121,0.504,211080,0.705,4.12e-06,6,0.453,-6.179,0,0.0665,108.965,4,0.567,1
0.00378,0.609,246307,0.674,0.000302,9,0.129,-6.506,0,0.0355,127.541,4,0.743,1
0.03,0.282,410187,0.547,0.888,2,0.104,-8.621,1,0.0322,151.468,4,0.133,1
0.127,0.641,203773,0.582,0.00632,4,0.354,-6.554,1,0.0483,181.039,4,0.725,1
0.258,0.647,222960,0.465,0.149,6,0.111,-10.272,0,0.0245,94.035,4,0.243,1
0.00803,0.638,221027,0.709,1.59e-06,7,0.335,-5.464,0,0.039,143.984,4,0.913,1
0.021,0.651,233867,0.703,0.879,9,0.301,-10.759,0,0.133,168.866,4,0.3,1
0.0462,0.734,202333,0.637,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,0.648,1
0.00835,0.645,214507,0.713,0,6,0.113,-5.355,1,0.0393,74.989,4,0.566,1
0.0841,0.732,195920,0.396,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,4,0.548,1
0.098,0.766,267720,0.519,0,9,0.0855,-7.355,0,0.0366,129.972,4,0.612,1
0.00397,0.613,234813,0.873,0.00111,7,0.367,-6.376,0,0.0449,129.989,4,0.392,1
0.0189,0.655,188493,0.632,0,2,0.0722,-4.802,1,0.0489,120.113,4,0.447,1
0.445,0.68,163880,0.693,0,0,0.208,-7.234,1,0.0435,114.948,4,0.851,1
0.0573,0.616,253093,0.811,1.57e-05,7,0.0566,-4.804,1,0.0626,159.929,4,0.913,1
0.177,0.423,297760,0.797,0,0,0.137,-4.659,1,0.124,82.617,4,0.592,1
0.11,0.69,239015,0.678,0,0,0.246,-6.52,1,0.154,173.995,4,0.409,1
0.0128,0.382,234867,0.675,0.000246,0,0.219,-6.56,1,0.0441,106.171,1,0.449,1
0.00212,0.295,199773,0.715,1.55e-06,2,0.242,-6.533,1,0.0709,86.937,4,0.242,1
9.16e-05,0.495,185467,0.787,0,8,0.167,-6.89,1,0.0368,140.003,4,0.388,1
0.0014,0.309,231533,0.912,0.000271,4,0.582,-3.881,0,0.0646,183.035,3,0.302,1
0.00825,0.478,217960,0.676,0,11,0.0583,-6.155,0,0.0708,148.039,4,0.416,1
0.038,0.364,260609,0.46,0.00131,0,0.535,-8.298,1,0.0425,93.129,4,0.068,1
0.00238,0.57,201957,0.723,0.000144,0,0.2,-6.673,0,0.0386,145.001,4,0.44,1
0.0661,0.401,327027,0.723,1.91e-06,6,0.233,-5.26,1,0.0583,160.048,4,0.224,1
0.0401,0.293,347667,0.816,2.95e-05,8,0.13,-5.432,1,0.0844,164.982,4,0.148,1
0.0263,0.427,289360,0.644,1.21e-05,0,0.113,-7.707,1,0.0375,139.985,4,0.127,1
0.0122,0.439,168000,0.891,0,0,0.547,-4.764,1,0.057,148.599,4,0.695,1
0.017,0.403,148573,0.956,7.09e-05,6,0.0893,-7.376,1,0.0732,157.706,4,0.561,1
0.00136,0.659,227240,0.778,6.79e-06,11,0.0841,-6.423,1,0.0379,110.022,4,0.623,1
0.00448,0.447,162720,0.967,0,0,0.487,-2.706,1,0.0793,179.991,4,0.606,1
0.000642,0.582,171533,0.914,0,0,0.187,-4.269,1,0.0415,95.597,4,0.857,1
0.039,0.514,249754,0.771,0,0,0.262,-5.756,1,0.0364,136.058,4,0.359,1
0.00166,0.407,165373,0.968,0,0,0.131,-5.154,1,0.108,109.727,4,0.374,1
0.00575,0.502,235613,0.966,1.56e-06,0,0.117,-3.876,1,0.0946,159.948,4,0.638,1
0.102,0.417,172646,0.956,0,4,0.504,-5.893,1,0.0901,173.108,4,0.579,1
0.000389,0.418,171600,0.959,0,9,0.0708,-4.563,1,0.111,193.074,4,0.824,1
0.0438,0.634,175493,0.849,0,0,0.363,-7.075,1,0.105,156.004,4,0.919,1
0.392,0.47,225973,0.623,0.000453,0,0.0992,-5.655,1,0.0302,77.861,4,0.298,1
0.0801,0.635,208760,0.675,0,2,0.0831,-3.445,1,0.0263,113.946,4,0.273,1
0.0178,0.549,214387,0.789,6.68e-05,5,0.059,-6.071,1,0.0313,136.125,4,0.715,1
0.0265,0.44,229347,0.777,1.01e-06,1,0.151,-1.786,0,0.0327,148.027,4,0.306,1
0.0122,0.423,173173,0.931,0.00103,4,0.629,-5.229,0,0.0542,150.385,4,0.605,1
0.133,0.482,252787,0.55,0,4,0.294,-7.097,0,0.0357,67.559,4,0.1,1
0.00463,0.457,211373,0.613,0.000441,9,0.0711,-5.756,1,0.0295,105.11,4,0.132,1
0.029,0.524,224893,0.532,8.41e-05,6,0.242,-6.07,0,0.026,135.677,4,0.367,1
0.377,0.405,205707,0.751,0,5,0.0958,-3.608,1,0.0392,120.826,4,0.762,1
0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754,1
0.002,0.546,246787,0.583,0.173,6,0.115,-7.317,0,0.0348,128.017,4,0.235,1
0.348,0.671,246480,0.445,5.93e-05,4,0.155,-7.842,0,0.0291,75.996,4,0.811,1
0.133,0.627,194053,0.633,7.07e-05,10,0.216,-7.41,0,0.0305,85.999,4,0.763,1
0.0351,0.601,249747,0.859,0.331,4,0.144,-6.311,0,0.0397,101.003,4,0.431,1
0.496,0.654,184355,0.781,0,1,0.104,-4.628,0,0.0514,152.013,4,0.699,1
0.553,0.568,194434,0.463,0.00114,4,0.0858,-10.622,1,0.262,157.686,4,0.148,1
0.00545,0.607,221627,0.881,0.000344,8,0.285,-5.354,1,0.053,94.994,4,0.34,1
0.0354,0.852,214217,0.567,0.163,6,0.0539,-6.683,0,0.0913,113.986,4,0.19,1
0.128,0.89,175047,0.775,3.47e-06,6,0.0611,-6.475,0,0.0461,125.031,4,0.8,1
0.0151,0.577,188252,0.781,0,5,0.179,-3.154,1,0.0315,124.012,4,0.424,1
0.0011,0.482,231387,0.853,0.0498,3,0.229,-4.15,1,0.0331,162.058,4,0.196,1
0.00713,0.533,263645,0.671,0.000106,1,0.12,-4.464,0,0.0334,111.044,4,0.0449,1
0.0327,0.444,190160,0.709,5.03e-06,1,0.348,-5.048,1,0.0322,174.012,4,0.313,1
0.126,0.554,233079,0.562,0,2,0.113,-5.588,0,0.0307,133.98,4,0.0527,1
0.0636,0.558,259440,0.829,0.0907,6,0.0845,-5.582,1,0.0343,116.001,4,0.339,1
0.015,0.587,237481,0.736,8.81e-05,9,0.148,-5.824,1,0.0948,99.614,4,0.177,1
0.00555,0.414,224240,0.635,0,7,0.324,-5.117,1,0.0533,169.934,4,0.181,1
0.00348,0.559,272530,0.7,9.39e-06,4,0.0749,-5.97,1,0.032,94.975,4,0.104,1
0.0601,0.594,258160,0.589,0.000459,3,0.137,-9.36,1,0.0449,173.991,4,0.637,1
0.0135,0.552,223880,0.834,0,5,0.27,-7.083,1,0.0541,96.975,4,0.311,1
0.0628,0.582,204840,0.856,0,4,0.261,-4.276,1,0.0646,106.04,4,0.45,1
